locus_tag,state,FUN,KO,KA,COG,CA,NCBI,baseMean.WT,log2FoldChange.WT,lfcSE.WT,stat.WT,pvalue.WT,padj.WT,WT1IN.WT,WT3IN.WT,WT1NFR5.WT,WT3NFR5.WT,WT1GIFU.WT,WT3GIFU.WT,WT1COL0.WT,WT3COL0.WT,baseMean.NS,log2FoldChange.NS,lfcSE.NS,stat.NS,pvalue.NS,padj.NS,NS1IN.NS,NS3IN.NS,NS1NFR5.NS,NS3NFR5.NS,NS1GIFU.NS,NS3GIFU.NS,NS1COL0.NS,NS3COL0.NS
R7A2020_07540,NS-IN-ES,E,NA,NA,NA,NA,methionine biosynthesis protein MetW,27.426064172201126,-4.427975955099008,3.625309728394461,5.5367753124559655,0.13645551760280727,0.6836040144521073,47.41103932553227,130.31403991004706,1.834120914346017,0,0,0,0,39.849313227683666,10.885336823275862,-0.5435283902047507,4.990915906229527,4.507626359101561,0.21161104145622173,0.7473892577473976,21.175657827478915,65.33590976940768,0,0,0,0,0.5711269893202998,0
R7A2020_07540,WT-IN-ES,E,NA,NA,NA,NA,methionine biosynthesis protein MetW,27.426064172201126,-4.427975955099008,3.625309728394461,5.5367753124559655,0.13645551760280727,0.6836040144521073,47.41103932553227,130.31403991004706,1.834120914346017,0,0,0,0,39.849313227683666,10.885336823275862,-0.5435283902047507,4.990915906229527,4.507626359101561,0.21161104145622173,0.7473892577473976,21.175657827478915,65.33590976940768,0,0,0,0,0.5711269893202998,0
R7A2020_15045,WT-PL-CE,E,K00297,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],E,Methylenetetrahydrofolate reductase,methylenetetrahydrofolate reductase [NAD(P)H],297.4580821550663,-0.13060457710079496,1.2192473986487817,9.865983628508943,0.019740357585496016,0.33779235421298776,723.0183497143671,945.8277090245352,101.79371074620396,142.515462009811,4.47668948337439,194.47621159261277,166.5591273511863,100.99739731843964,547.5754110108554,-1.0451798114410173,0.7876503272165093,5.138748983290483,0.1619146694543658,0.6845046160300208,622.8134655140857,1002.9635271619601,305.54358247625805,404.18442255139286,186.16693436998008,393.8574889359533,273.5698278844236,1191.5040391927894
R7A2020_15045,PL-WT-UE,E,K00297,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],E,Methylenetetrahydrofolate reductase,methylenetetrahydrofolate reductase [NAD(P)H],297.4580821550663,-0.13060457710079496,1.2192473986487817,9.865983628508943,0.019740357585496016,0.33779235421298776,723.0183497143671,945.8277090245352,101.79371074620396,142.515462009811,4.47668948337439,194.47621159261277,166.5591273511863,100.99739731843964,547.5754110108554,-1.0451798114410173,0.7876503272165093,5.138748983290483,0.1619146694543658,0.6845046160300208,622.8134655140857,1002.9635271619601,305.54358247625805,404.18442255139286,186.16693436998008,393.8574889359533,273.5698278844236,1191.5040391927894
R7A2020_21170,NS-IN-ES,E,K00145,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],E,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,N-acetyl-gamma-glutamyl-phosphate reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_21170,WT-IN-ES,E,K00145,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],E,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,N-acetyl-gamma-glutamyl-phosphate reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_31260,NS-PL-CE,E,K10764,O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],E,Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide,O-succinylhomoserine sulfhydrylase,350.98419807811393,-4.975358694990986,2.360392689736695,8.240233394406943,0.04129915064234626,0.46133556515172847,774.8741739766681,1504.916977025705,3.668241828692034,4.222680355846252,272.1827205891629,0,24.71522534888571,223.29356549995157,288.3301976956428,3.353633698195433,2.0440417001234676,106.68751772735772,5.663849665036367e-23,1.5363192216411147e-19,1055.0460105808613,1241.382285618746,2.514761995689367,0,6.688632372574135,1.0098909972716752,0,0
R7A2020_31260,WT-PL-CE,E,K10764,O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],E,Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide,O-succinylhomoserine sulfhydrylase,350.98419807811393,-4.975358694990986,2.360392689736695,8.240233394406943,0.04129915064234626,0.46133556515172847,774.8741739766681,1504.916977025705,3.668241828692034,4.222680355846252,272.1827205891629,0,24.71522534888571,223.29356549995157,288.3301976956428,3.353633698195433,2.0440417001234676,106.68751772735772,5.663849665036367e-23,1.5363192216411147e-19,1055.0460105808613,1241.382285618746,2.514761995689367,0,6.688632372574135,1.0098909972716752,0,0
R7A2020_31260,PL-CORE-ES,E,K10764,O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],E,Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide,O-succinylhomoserine sulfhydrylase,350.98419807811393,-4.975358694990986,2.360392689736695,8.240233394406943,0.04129915064234626,0.46133556515172847,774.8741739766681,1504.916977025705,3.668241828692034,4.222680355846252,272.1827205891629,0,24.71522534888571,223.29356549995157,288.3301976956428,3.353633698195433,2.0440417001234676,106.68751772735772,5.663849665036367e-23,1.5363192216411147e-19,1055.0460105808613,1241.382285618746,2.514761995689367,0,6.688632372574135,1.0098909972716752,0,0
R7A2020_31280,NS-IN-ES,E,K00611,ornithine carbamoyltransferase [EC:2.1.3.3],E,Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline,ornithine carbamoyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_31280,WT-IN-ES,E,K00611,ornithine carbamoyltransferase [EC:2.1.3.3],E,Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline,ornithine carbamoyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_17350,WT-PL-CE,E,K01496,phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19],E,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,phosphoribosyl-AMP cyclohydrolase,194.4492755723241,-2.501321045185747,1.6928960675274698,6.219275780231655,0.10141591307286735,0.6210924023767813,306.69016063703685,594.8205370087633,82.53544114557077,5.278350444807814,68.04568014729072,0.777904846370451,17.193200242703103,480.2529301060497,300.3953956222522,-1.2633041041258566,0.8851374785237808,13.418566493417416,0.003813562403226076,0.13037168737531343,624.059092445114,793.2008694812301,173.51857770256632,55.395834562881255,110.36243414747322,97.9594267353525,344.3895745601408,204.27735534325922
R7A2020_17350,PL-WT-UE,E,K01496,phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19],E,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,phosphoribosyl-AMP cyclohydrolase,194.4492755723241,-2.501321045185747,1.6928960675274698,6.219275780231655,0.10141591307286735,0.6210924023767813,306.69016063703685,594.8205370087633,82.53544114557077,5.278350444807814,68.04568014729072,0.777904846370451,17.193200242703103,480.2529301060497,300.3953956222522,-1.2633041041258566,0.8851374785237808,13.418566493417416,0.003813562403226076,0.13037168737531343,624.059092445114,793.2008694812301,173.51857770256632,55.395834562881255,110.36243414747322,97.9594267353525,344.3895745601408,204.27735534325922
R7A2020_02220,NS-PL-CE,E,K01523,phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31],E,Phosphoribosyl-ATP,phosphoribosyl-ATP diphosphatase,80.78721918997188,-6.972000619047694,2.3976467833830686,26.36953244989831,7.980700307702175e-6,0.001326620411148893,194.08894223889774,406.70591488055015,0,0,0,0,29.013525409561485,16.489370990765654,80.4346718001232,0.8622060755814772,4.997423793765345,5.813439227650406,0.121048124086369,0.6225726137386596,600.3921807555787,26.36361271397152,0,0,16.721580931435337,0,0,0
R7A2020_02220,WT-PL-CE,E,K01523,phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31],E,Phosphoribosyl-ATP,phosphoribosyl-ATP diphosphatase,80.78721918997188,-6.972000619047694,2.3976467833830686,26.36953244989831,7.980700307702175e-6,0.001326620411148893,194.08894223889774,406.70591488055015,0,0,0,0,29.013525409561485,16.489370990765654,80.4346718001232,0.8622060755814772,4.997423793765345,5.813439227650406,0.121048124086369,0.6225726137386596,600.3921807555787,26.36361271397152,0,0,16.721580931435337,0,0,0
R7A2020_02220,PL-CORE-ES,E,K01523,phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31],E,Phosphoribosyl-ATP,phosphoribosyl-ATP diphosphatase,80.78721918997188,-6.972000619047694,2.3976467833830686,26.36953244989831,7.980700307702175e-6,0.001326620411148893,194.08894223889774,406.70591488055015,0,0,0,0,29.013525409561485,16.489370990765654,80.4346718001232,0.8622060755814772,4.997423793765345,5.813439227650406,0.121048124086369,0.6225726137386596,600.3921807555787,26.36361271397152,0,0,16.721580931435337,0,0,0
R7A2020_02015,NS-PL-CE,E,K01817,phosphoribosylanthranilate isomerase [EC:5.3.1.24],E,Belongs to the TrpF family,phosphoribosylanthranilate isomerase,134.90993381525064,-1.155497962380034,2.359993524288494,30.564809807996113,1.0496781810242957e-6,2.442811062879741e-4,485.96315308670574,549.6309909109243,0,1.055670088961563,0.895337896674878,39.673147164893,0,2.0611713738457067,195.26095767813678,6.147979822882886,3.4664928143692335,12.357129273966315,0.006254742311459363,0.16881580616749775,769.79744337541,773.714720953512,16.345952971980886,0,2.2295441241913783,0,0,0
R7A2020_02015,WT-PL-CE,E,K01817,phosphoribosylanthranilate isomerase [EC:5.3.1.24],E,Belongs to the TrpF family,phosphoribosylanthranilate isomerase,134.90993381525064,-1.155497962380034,2.359993524288494,30.564809807996113,1.0496781810242957e-6,2.442811062879741e-4,485.96315308670574,549.6309909109243,0,1.055670088961563,0.895337896674878,39.673147164893,0,2.0611713738457067,195.26095767813678,6.147979822882886,3.4664928143692335,12.357129273966315,0.006254742311459363,0.16881580616749775,769.79744337541,773.714720953512,16.345952971980886,0,2.2295441241913783,0,0,0
R7A2020_02015,PL-CORE-ES,E,K01817,phosphoribosylanthranilate isomerase [EC:5.3.1.24],E,Belongs to the TrpF family,phosphoribosylanthranilate isomerase,134.90993381525064,-1.155497962380034,2.359993524288494,30.564809807996113,1.0496781810242957e-6,2.442811062879741e-4,485.96315308670574,549.6309909109243,0,1.055670088961563,0.895337896674878,39.673147164893,0,2.0611713738457067,195.26095767813678,6.147979822882886,3.4664928143692335,12.357129273966315,0.006254742311459363,0.16881580616749775,769.79744337541,773.714720953512,16.345952971980886,0,2.2295441241913783,0,0,0
R7A2020_15605,NS-PL-CE,E,K01079,phosphoserine phosphatase [EC:3.1.3.3],E,phosphoserine phosphatase,phosphoserine phosphatase SerB,235.69814706620244,-7.8058950712112685,1.5265178883077215,39.5605381761342,1.320378781811625e-8,4.801227345362521e-6,244.46317152227576,241.71152563960345,0,6.334020533769378,0,0,1302.3849183847599,90.6915404492111,224.22101293108804,-1.4313534829938956,1.4655986318239698,12.747562867374484,0.005215569996184108,0.15895768106347632,979.0627677881428,114.624403104224,60.354287896544804,125.15355216058357,0,14.138473961803454,468.3241312426459,32.11048729475981
R7A2020_15605,WT-PL-CE,E,K01079,phosphoserine phosphatase [EC:3.1.3.3],E,phosphoserine phosphatase,phosphoserine phosphatase SerB,235.69814706620244,-7.8058950712112685,1.5265178883077215,39.5605381761342,1.320378781811625e-8,4.801227345362521e-6,244.46317152227576,241.71152563960345,0,6.334020533769378,0,0,1302.3849183847599,90.6915404492111,224.22101293108804,-1.4313534829938956,1.4655986318239698,12.747562867374484,0.005215569996184108,0.15895768106347632,979.0627677881428,114.624403104224,60.354287896544804,125.15355216058357,0,14.138473961803454,468.3241312426459,32.11048729475981
R7A2020_15605,PL-CORE-ES,E,K01079,phosphoserine phosphatase [EC:3.1.3.3],E,phosphoserine phosphatase,phosphoserine phosphatase SerB,235.69814706620244,-7.8058950712112685,1.5265178883077215,39.5605381761342,1.320378781811625e-8,4.801227345362521e-6,244.46317152227576,241.71152563960345,0,6.334020533769378,0,0,1302.3849183847599,90.6915404492111,224.22101293108804,-1.4313534829938956,1.4655986318239698,12.747562867374484,0.005215569996184108,0.15895768106347632,979.0627677881428,114.624403104224,60.354287896544804,125.15355216058357,0,14.138473961803454,468.3241312426459,32.11048729475981
R7A2020_06200,NS-PL-CE,E,K00831,phosphoserine aminotransferase [EC:2.6.1.52],EH,Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine,phosphoserine transaminase,143.35274725051838,-7.94010887662752,1.9648119683398269,45.39056053952091,7.642896097398597e-10,3.42048996112808e-7,560.04290203285,493.9322480461461,0,0,0.895337896674878,3.111619385481804,38.68470054608198,50.1551700969122,186.61791179320943,-0.05695872651075803,1.46996786322116,26.8300470379359,6.390663614296255e-6,8.889576950655689e-4,615.3397039279167,698.0626149047242,1.2573809978446835,86.17129820892639,0,1.0098909972716752,75.38876259027957,15.713642718712247
R7A2020_06200,WT-PL-CE,E,K00831,phosphoserine aminotransferase [EC:2.6.1.52],EH,Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine,phosphoserine transaminase,143.35274725051838,-7.94010887662752,1.9648119683398269,45.39056053952091,7.642896097398597e-10,3.42048996112808e-7,560.04290203285,493.9322480461461,0,0,0.895337896674878,3.111619385481804,38.68470054608198,50.1551700969122,186.61791179320943,-0.05695872651075803,1.46996786322116,26.8300470379359,6.390663614296255e-6,8.889576950655689e-4,615.3397039279167,698.0626149047242,1.2573809978446835,86.17129820892639,0,1.0098909972716752,75.38876259027957,15.713642718712247
R7A2020_06200,PL-CORE-ES,E,K00831,phosphoserine aminotransferase [EC:2.6.1.52],EH,Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine,phosphoserine transaminase,143.35274725051838,-7.94010887662752,1.9648119683398269,45.39056053952091,7.642896097398597e-10,3.42048996112808e-7,560.04290203285,493.9322480461461,0,0,0.895337896674878,3.111619385481804,38.68470054608198,50.1551700969122,186.61791179320943,-0.05695872651075803,1.46996786322116,26.8300470379359,6.390663614296255e-6,8.889576950655689e-4,615.3397039279167,698.0626149047242,1.2573809978446835,86.17129820892639,0,1.0098909972716752,75.38876259027957,15.713642718712247
R7A2020_00325,NS-PL-CE,E,K04518,prephenate dehydratase [EC:4.2.1.51],E,Prephenate dehydratase,prephenate dehydratase,672.0840340148803,-3.020728600512064,2.9356167399323154,7.1268583842043824,0.06796242029370284,0.5501804183910808,2991.3402624453015,1963.1179560642574,0,43.28247364742408,0,28.004574469336237,12.894900182027326,338.0321053106959,600.5114674511819,-7.6150537599879184,2.2567888013958965,17.035740611980586,6.948807137729334e-4,0.03968134602334909,2470.0782042288643,1786.9944443948523,0,2.051697576403009,127.08401507890856,1.0098909972716752,364.9501461756716,51.92334115748395
R7A2020_00325,WT-PL-CE,E,K04518,prephenate dehydratase [EC:4.2.1.51],E,Prephenate dehydratase,prephenate dehydratase,672.0840340148803,-3.020728600512064,2.9356167399323154,7.1268583842043824,0.06796242029370284,0.5501804183910808,2991.3402624453015,1963.1179560642574,0,43.28247364742408,0,28.004574469336237,12.894900182027326,338.0321053106959,600.5114674511819,-7.6150537599879184,2.2567888013958965,17.035740611980586,6.948807137729334e-4,0.03968134602334909,2470.0782042288643,1786.9944443948523,0,2.051697576403009,127.08401507890856,1.0098909972716752,364.9501461756716,51.92334115748395
R7A2020_00325,PL-CORE-ES,E,K04518,prephenate dehydratase [EC:4.2.1.51],E,Prephenate dehydratase,prephenate dehydratase,672.0840340148803,-3.020728600512064,2.9356167399323154,7.1268583842043824,0.06796242029370284,0.5501804183910808,2991.3402624453015,1963.1179560642574,0,43.28247364742408,0,28.004574469336237,12.894900182027326,338.0321053106959,600.5114674511819,-7.6150537599879184,2.2567888013958965,17.035740611980586,6.948807137729334e-4,0.03968134602334909,2470.0782042288643,1786.9944443948523,0,2.051697576403009,127.08401507890856,1.0098909972716752,364.9501461756716,51.92334115748395
R7A2020_20065,NS-PL-CE,E,K00640,serine O-acetyltransferase [EC:2.3.1.30],E,serine acetyltransferase,serine O-acetyltransferase,216.3364713598585,-0.14551423647976786,1.314577858658922,18.835596825207176,2.95653335764582e-4,0.02606228950724755,788.20852878697394,601.1260550689268,70.61365520232165,82.3422669390019,18.802095830172437,0.777904846370451,20.416925288209935,148.40433891689088,90.97607028338903,-0.9471278751860465,1.6005901613014943,8.843896335834543,0.03144000680864784,0.3668000794342248,234.17786303329623,206.3239255876032,42.750953926719234,52.31828819827674,8.918176496765513,0,106.80074700289606,76.51860802155528
R7A2020_20065,WT-PL-CE,E,K00640,serine O-acetyltransferase [EC:2.3.1.30],E,serine acetyltransferase,serine O-acetyltransferase,216.3364713598585,-0.14551423647976786,1.314577858658922,18.835596825207176,2.95653335764582e-4,0.02606228950724755,788.20852878697394,601.1260550689268,70.61365520232165,82.3422669390019,18.802095830172437,0.777904846370451,20.416925288209935,148.40433891689088,90.97607028338903,-0.9471278751860465,1.6005901613014943,8.843896335834543,0.03144000680864784,0.3668000794342248,234.17786303329623,206.3239255876032,42.750953926719234,52.31828819827674,8.918176496765513,0,106.80074700289606,76.51860802155528
R7A2020_20065,PL-CORE-ES,E,K00640,serine O-acetyltransferase [EC:2.3.1.30],E,serine acetyltransferase,serine O-acetyltransferase,216.3364713598585,-0.14551423647976786,1.314577858658922,18.835596825207176,2.95653335764582e-4,0.02606228950724755,788.20852878697394,601.1260550689268,70.61365520232165,82.3422669390019,18.802095830172437,0.777904846370451,20.416925288209935,148.40433891689088,90.97607028338903,-0.9471278751860465,1.6005901613014943,8.843896335834543,0.03144000680864784,0.3668000794342248,234.17786303329623,206.3239255876032,42.750953926719234,52.31828819827674,8.918176496765513,0,106.80074700289606,76.51860802155528
