locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_08445,NA,sugar ABC transporter permease,K17316,glucose/mannose transport system permease protein,sugA_1,G,inner membrane component,R7A2020_08445,1720254,1721147,894,1,FALSE
R7A2020_08450,NA,carbohydrate ABC transporter permease,K17317,glucose/mannose transport system permease protein,araQ_4,G,"ABC-type sugar transport system, permease component",R7A2020_08450,1721140,1722075,936,1,FALSE
R7A2020_08455,NA,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,NA,NA,NA,P,Belongs to the ABC transporter superfamily,ugpC,1722087,1723181,1095,1,FALSE
R7A2020_08460,NA,sugar phosphate isomerase/epimerase,NA,NA,iolE,G,xylose isomerase,R7A2020_08460,1723236,1723982,747,1,FALSE
R7A2020_08465,NA,Gfo/Idh/MocA family oxidoreductase,NA,NA,NA,S,"Oxidoreductase family, NAD-binding Rossmann fold",R7A2020_08465,1723994,1725133,1140,1,FALSE
R7A2020_08470,NA,L-glyceraldehyde 3-phosphate reductase,K19265,L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-],yghZ,C,reductase,mgrA,1725267,1726313,1047,1,FALSE
R7A2020_08475,NA,trypsin-like serine protease,NA,NA,NA,O,COG5640 Secreted trypsin-like serine protease,R7A2020_08475,1726401,1727498,1098,-1,FALSE
R7A2020_08480,NA,serine protease,K01318,glutamyl endopeptidase [EC:3.4.21.19],NA,E,Belongs to the peptidase S1B family,R7A2020_08480,1727900,1728994,1095,1,FALSE
R7A2020_08485,NA,hypothetical protein,NA,NA,NA,S,regulation of ryanodine-sensitive calcium-release channel activity,R7A2020_08485,1729147,1730973,1827,1,FALSE
R7A2020_08490,NA,AmmeMemoRadiSam system protein B,NA,NA,capA,M,Memo-like protein,amrB,1731160,1732845,1686,-1,FALSE
R7A2020_08495,NA,hypothetical protein,NA,NA,NA,U,Peptidase C14 caspase catalytic subunit p20,R7A2020_08495,1732842,1735844,3003,-1,FALSE
R7A2020_08500,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08500,1735877,1736584,708,-1,FALSE
R7A2020_08505,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08505,1736581,1736961,381,-1,FALSE
R7A2020_08510,NA,caspase family protein,K22684,metacaspase-1 [EC:3.4.22.-],NA,O,Caspase domain,R7A2020_08510,1737078,1739321,2244,-1,FALSE
R7A2020_08515,NA,transcriptional repressor,K09823,"Fur family transcriptional regulator, zinc uptake regulator",zur,P,Belongs to the Fur family,R7A2020_08515,1739526,1739930,405,1,FALSE
R7A2020_08520,L,DNA polymerase I,K02335,DNA polymerase I [EC:2.7.7.7],polA,L,"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity",polA,1740114,1743077,2964,-1,FALSE
R7A2020_08525,NA,M20/M25/M40 family metallo-hydrolase,NA,NA,NA,E,COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related,R7A2020_08525,1743520,1744905,1386,1,FALSE
R7A2020_08530,J,ribonuclease D,K03684,ribonuclease D [EC:3.1.13.5],rnd,J,3'-5' exonuclease,R7A2020_08530,1744984,1745604,621,1,FALSE
R7A2020_08535,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08535,1745691,1745894,204,1,FALSE
R7A2020_08540,S,GlsB/YeaQ/YmgE family stress response membrane protein,NA,NA,NA,S,Transglycosylase associated protein,R7A2020_08540,1746005,1746259,255,1,FALSE
R7A2020_08545,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08545,1746285,1746431,147,1,FALSE
R7A2020_08550,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_08550,1746506,1746799,294,1,FALSE
R7A2020_08555,NA,hypothetical protein,NA,NA,NA,S,Evidence 4 Homologs of previously reported genes of,R7A2020_08555,1746913,1747293,381,1,FALSE
R7A2020_08560,NA,alpha/beta hydrolase,NA,NA,NA,S,Alpha beta hydrolase,R7A2020_08560,1747679,1748704,1026,-1,FALSE
R7A2020_08565,NA,mechanosensitive ion channel family protein,K22044,moderate conductance mechanosensitive channel,NA,M,Mechanosensitive ion channel,R7A2020_08565,1749303,1751522,2220,1,FALSE
R7A2020_08570,NA,multidrug efflux RND transporter permease subunit,NA,NA,mexF2,V,Efflux pump membrane transporter,R7A2020_08570,1751645,1754848,3204,-1,FALSE
R7A2020_08575,NA,efflux RND transporter periplasmic adaptor subunit,K03585,"membrane fusion protein, multidrug efflux system",mexE2,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,R7A2020_08575,1754845,1755951,1107,-1,FALSE
R7A2020_08580,NA,glycosyltransferase,NA,NA,NA,M,"transferase activity, transferring glycosyl groups",R7A2020_08580,1756693,1756905,213,1,FALSE
R7A2020_08585,NA,glycosyltransferase,NA,NA,NA,GMQ,Polysaccharide deacetylase,R7A2020_08585,1756912,1759878,2967,1,FALSE
R7A2020_08590,NA,redoxin domain-containing protein,NA,NA,NA,O,AhpC/TSA family,R7A2020_08590,1759885,1760565,681,-1,FALSE
R7A2020_08595,NA,AAA family ATPase,NA,NA,NA,L,exodeoxyribonuclease I activity,R7A2020_08595,1760583,1763882,3300,-1,FALSE
R7A2020_08600,NA,adenylate/guanylate cyclase domain-containing protein,NA,NA,NA,T,"Adenylyl- / guanylyl cyclase, catalytic domain",R7A2020_08600,1764114,1765883,1770,1,FALSE
R7A2020_08605,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08605,1765892,1767277,1386,-1,FALSE
R7A2020_08610,NA,GNAT family N-acetyltransferase,K03825,L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-],yhhY,M,COG0454 Histone acetyltransferase HPA2 and related acetyltransferases,R7A2020_08610,1767352,1767876,525,-1,FALSE
R7A2020_08615,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08615,1767948,1768772,825,-1,FALSE
R7A2020_08620,NA,adenylate/guanylate cyclase domain-containing protein,NA,NA,cyaH,T,"Adenylyl- / guanylyl cyclase, catalytic domain",R7A2020_08620,1768978,1770393,1416,1,FALSE
R7A2020_08625,NA,hypothetical protein,NA,NA,NA,S,S-adenosyl-L-methionine methyltransferase,R7A2020_08625,1770431,1770910,480,-1,FALSE
R7A2020_08630,NA,ABC transporter permease,K02034,peptide/nickel transport system permease protein,oppC,EP,N-terminal TM domain of oligopeptide transport permease C,R7A2020_08630,1771121,1772302,1182,-1,FALSE
R7A2020_08635,P,ABC transporter permease,K02033,peptide/nickel transport system permease protein,oppB,P,Binding-protein-dependent transport system inner membrane component,R7A2020_08635,1772299,1773297,999,-1,FALSE
R7A2020_08640,NA,ABC transporter substrate-binding protein,NA,NA,NA,E,"Bacterial extracellular solute-binding proteins, family 5 Middle",R7A2020_08640,1773300,1775198,1899,-1,FALSE
R7A2020_08645,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,gsiA1,P,Belongs to the ABC transporter superfamily,R7A2020_08645,1775195,1777090,1896,-1,FALSE
R7A2020_08650,NA,adenylate/guanylate cyclase domain-containing protein,NA,NA,cya1,T,"Adenylyl- / guanylyl cyclase, catalytic domain",R7A2020_08650,1777256,1778593,1338,-1,FALSE
R7A2020_08655,NA,nucleotide sugar dehydrogenase,K13015,UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136],wbpA,M,Belongs to the UDP-glucose GDP-mannose dehydrogenase family,R7A2020_08655,1778858,1780201,1344,-1,FALSE
R7A2020_08660,NA,DUF3095 domain-containing protein,NA,NA,MA20_06625,S,Protein of unknown function (DUF3095),R7A2020_08660,1780316,1781494,1179,-1,FALSE
R7A2020_08665,NA,glycosyltransferase family 4 protein,NA,NA,rfbU,M,Glycosyl transferases group 1,R7A2020_08665,1781569,1782657,1089,1,FALSE
R7A2020_08670,NA,polysaccharide deacetylase,NA,NA,NA,G,polysaccharide deacetylase,R7A2020_08670,1782654,1783406,753,1,FALSE
R7A2020_08675,S,MBL fold metallo-hydrolase,K00784,ribonuclease Z [EC:3.1.26.11],NA,S,Beta-lactamase superfamily domain,R7A2020_08675,1783408,1784262,855,-1,FALSE
R7A2020_08680,T,cyclic nucleotide-binding domain-containing protein,K10914,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",NA,T,Cyclic nucleotide-binding domain,R7A2020_08680,1784387,1784842,456,-1,FALSE
R7A2020_08685,NA,ABC transporter ATP-binding protein,NA,NA,NA,V,ABC transporter transmembrane region,R7A2020_08685,1785034,1787748,2715,-1,FALSE
R7A2020_08690,NA,class I SAM-dependent methyltransferase,NA,NA,NA,NA,NA,R7A2020_08690,1787908,1788579,672,1,FALSE
R7A2020_08695,NA,glycosyl transferase,NA,NA,redA,S,Glycosyltransferase family 28 C-terminal domain,R7A2020_08695,1788688,1789881,1194,-1,FALSE
R7A2020_08700,NA,glycosyltransferase family 4 protein,K16703,colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-],redB,M,Glycosyl transferases group 1,R7A2020_08700,1789878,1791122,1245,-1,FALSE
R7A2020_08705,NA,hypothetical protein,NA,NA,redA,S,Glycosyltransferase family 28 C-terminal domain,R7A2020_08705,1791124,1792338,1215,-1,FALSE
R7A2020_08710,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_08710,1792858,1792977,120,1,FALSE
R7A2020_08715,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08715,1793129,1793794,666,1,FALSE
R7A2020_08720,M,OmpA family protein,NA,NA,NA,M,OmpA family,R7A2020_08720,1793802,1796867,3066,1,FALSE
R7A2020_08725,S,GTP-binding protein,NA,NA,NA,S,"Ras of Complex, Roc, domain of DAPkinase",R7A2020_08725,1796879,1797373,495,1,FALSE
R7A2020_08730,NA,adenylate/guanylate cyclase domain-containing protein,K01768,adenylate cyclase [EC:4.6.1.1],NA,T,"COG2114 Adenylate cyclase, family 3 (some proteins contain HAMP domain)",R7A2020_08730,1797377,1798447,1071,1,FALSE
R7A2020_08735,NA,cyclic nucleotide-binding domain-containing protein,NA,NA,NA,T,COG1226 Kef-type K transport systems,R7A2020_08735,1798628,1799695,1068,1,FALSE
R7A2020_08740,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08740,1799721,1799909,189,1,FALSE
R7A2020_08745,M,penicillin-binding protein,K05366,penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],mrcB,M,penicillin-binding protein,R7A2020_08745,1800004,1802271,2268,1,FALSE
R7A2020_08750,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Short-chain dehydrogenase reductase SDR,R7A2020_08750,1802362,1803114,753,1,FALSE
R7A2020_08755,NA,zinc-binding dehydrogenase,NA,NA,NA,C,alcohol dehydrogenase,R7A2020_08755,1803140,1804060,921,-1,FALSE
R7A2020_08760,NA,helix-turn-helix transcriptional regulator,NA,NA,yeaM,K,Transcriptional regulator,R7A2020_08760,1804162,1804968,807,1,FALSE
R7A2020_08765,NA,sodium:proton antiporter,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",ybaL,P,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,R7A2020_08765,1804969,1806753,1785,-1,FALSE
R7A2020_08770,NA,Host attachment protein,NA,NA,NA,N,Protein required for attachment to host,R7A2020_08770,1806964,1807413,450,-1,FALSE
R7A2020_08775,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08775,1807585,1807800,216,-1,FALSE
R7A2020_08780,H,uroporphyrinogen-III C-methyltransferase,K02302,uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4],cysG,H,"Multifunctional enzyme that catalyzes the SAM-dependent methylations of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 via precorrin-1. Then it catalyzes the NAD- dependent ring dehydrogenation of precorrin-2 to yield sirohydrochlorin. Finally, it catalyzes the ferrochelation of sirohydrochlorin to yield siroheme",cobA,1807799,1809250,1452,1,FALSE
R7A2020_08785,DUFF,DUF2849 domain-containing protein,NA,NA,MA20_18225,S,Protein of unknown function (DUF2849),R7A2020_08785,1809247,1809540,294,1,FALSE
R7A2020_08790,P,nitrite/sulfite reductase,K00381,sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2],cysI,P,Sulfite reductase,R7A2020_08790,1809586,1811256,1671,1,FALSE
R7A2020_08795,E,phosphoadenylyl-sulfate reductase,K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],cysH,EH,Reduction of activated sulfate into sulfite,R7A2020_08795,1811231,1811995,765,1,FALSE
R7A2020_08800,DUFF,DUF934 domain-containing protein,NA,NA,MA20_18215,S,Bacterial protein of unknown function (DUF934),R7A2020_08800,1812107,1812637,531,1,FALSE
R7A2020_08805,NA,glucose-methanol-choline oxidoreductase,K00108,choline dehydrogenase [EC:1.1.99.1],betA,E,Belongs to the GMC oxidoreductase family,R7A2020_08805,1812734,1814341,1608,1,FALSE
R7A2020_08810,NA,DJ-1/PfpI family protein,K05520,protease I [EC:3.5.1.124],pfpI,S,"Intracellular protease, PfpI family",R7A2020_08810,1814525,1815145,621,1,FALSE
R7A2020_08815,NA,fatty acid desaturase,K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],des,I,fatty acid desaturase,R7A2020_08815,1815316,1816338,1023,-1,FALSE
R7A2020_08820,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08820,1816428,1816628,201,-1,FALSE
R7A2020_08825,O,nucleotide exchange factor GrpE,K03687,molecular chaperone GrpE,grpE,O,"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ",grpE,1816867,1817499,633,1,FALSE
R7A2020_08830,NA,trimeric intracellular cation channel family protein,NA,NA,NA,S,membrane,R7A2020_08830,1817618,1818250,633,1,FALSE
R7A2020_08835,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_08835,1818252,1818598,347,-1,FALSE
R7A2020_08840,NA,GNAT family N-acetyltransferase,K22310,L-ornithine Nalpha-acyltransferase [EC:2.3.2.30],olsB,S,Acetyltransferase (GNAT) domain,R7A2020_08840,1818603,1819478,876,-1,FALSE
R7A2020_08845,NA,response regulator,NA,NA,NA,T,PhoQ Sensor,R7A2020_08845,1819765,1822047,2283,-1,FALSE
R7A2020_08850,NA,oxidoreductase,K19745,acrylyl-CoA reductase (NADPH) [EC:1.3.1.-],yhdH,C,COG0604 NADPH quinone reductase and related Zn-dependent,R7A2020_08850,1822193,1823182,990,-1,FALSE
R7A2020_08855,U,signal peptidase II,K03101,signal peptidase II [EC:3.4.23.36],lspA,MU,This protein specifically catalyzes the removal of signal peptides from prolipoproteins,R7A2020_08855,1823240,1823746,507,-1,FALSE
R7A2020_08860,NA,RNA methyltransferase,K03437,"RNA methyltransferase, TrmH family",spoU,J,Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family,R7A2020_08860,1823760,1824617,858,-1,FALSE
R7A2020_08865,NA,class I SAM-dependent rRNA methyltransferase,K06969,23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191],rlmI,J,Belongs to the methyltransferase superfamily,R7A2020_08865,1824618,1825697,1080,-1,FALSE
R7A2020_08870,NA,YafY family transcriptional regulator,NA,NA,NA,K,WYL domain,R7A2020_08870,1825833,1826522,690,1,FALSE
R7A2020_08875,NA,drug:proton antiporter,NA,NA,NA,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,R7A2020_08875,1826600,1826995,396,1,FALSE
R7A2020_08880,NA,EVE domain-containing protein,NA,NA,ydcG,S,Belongs to the UPF0310 family,R7A2020_08880,1826992,1827435,444,1,FALSE
R7A2020_08885,NA,ornithine cyclodeaminase family protein,K19244,alanine dehydrogenase [EC:1.4.1.1],NA,E,ornithine cyclodeaminase,R7A2020_08885,1827425,1828390,966,-1,FALSE
R7A2020_08890,NA,DUF1049 domain-containing protein,K08992,lipopolysaccharide assembly protein A,NA,S,Lipopolysaccharide assembly protein A domain,R7A2020_08890,1828427,1828795,369,-1,FALSE
R7A2020_08895,K,integration host factor subunit beta,K05788,integration host factor subunit beta,himD,K,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",R7A2020_08895,1828832,1829116,285,-1,FALSE
R7A2020_08900,NA,signal peptide peptidase SppA,K04773,protease IV [EC:3.4.21.-],sppA,OU,"signal peptide peptidase SppA, 36K type",sppA,1829197,1830153,957,-1,FALSE
R7A2020_08905,M,LPS export ABC transporter periplasmic protein LptC,K11719,lipopolysaccharide export system protein LptC,NA,S,"Lipopolysaccharide-assembly, LptC-related",R7A2020_08905,1830513,1831226,714,1,FALSE
R7A2020_08910,M,LPS ABC transporter substrate-binding protein LptA,K09774,lipopolysaccharide export system protein LptA,lptA,S,OstA-like protein,R7A2020_08910,1831213,1831812,600,1,FALSE
R7A2020_08915,M,LPS export ABC transporter ATP-binding protein,K06861,lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-],lptB,S,"ABC-type (Unclassified) transport system, ATPase component",lptB,1831812,1832630,819,1,FALSE
R7A2020_08920,K,RNA polymerase factor sigma-54,K03092,RNA polymerase sigma-54 factor,rpoN,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,rpoN,1832885,1834411,1527,1,FALSE
R7A2020_08925,NA,ribosome-associated translation inhibitor RaiA,K05808,putative sigma-54 modulation protein,hpf,J,Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase,raiA,1834678,1835262,585,1,FALSE
R7A2020_08930,T,PTS IIA-like nitrogen regulatory protein PtsN,K02806,nitrogen PTS system EIIA component [EC:2.7.1.-],ptsN,GT,IIA-like nitrogen-regulatory protein PtsN,ptsN,1835321,1835785,465,1,FALSE
R7A2020_08935,DUFF,DUF1150 family protein,NA,NA,MA20_24245,S,Protein of unknown function (DUF1150),R7A2020_08935,1835856,1836113,258,-1,FALSE
R7A2020_08940,O,Hsp20 family protein,NA,NA,ibpB,O,Belongs to the small heat shock protein (HSP20) family,R7A2020_08940,1836178,1836603,426,-1,FALSE
R7A2020_08945,NA,nucleoside hydrolase,K01239,purine nucleosidase [EC:3.2.2.1],iunH1,F,Inosine-uridine preferring nucleoside hydrolase,R7A2020_08945,1836858,1837799,942,1,FALSE
R7A2020_08950,NA,LysE family translocator,K05834,homoserine/homoserine lactone efflux protein,rhtB,E,Lysine exporter protein LysE YggA,R7A2020_08950,1837967,1838581,615,-1,FALSE
R7A2020_08955,NA,amidase,K01426,amidase [EC:3.5.1.4],NA,J,Belongs to the amidase family,R7A2020_08955,1838689,1840134,1446,-1,FALSE
R7A2020_08960,NA,ribokinase,K00852,ribokinase [EC:2.7.1.15],rbsK,G,"Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway",R7A2020_08960,1840121,1841041,921,-1,FALSE
R7A2020_08965,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08965,1841226,1841708,483,-1,FALSE
R7A2020_08970,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08970,1841683,1842210,528,-1,FALSE
R7A2020_08975,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08975,1842177,1842569,393,-1,FALSE
R7A2020_08980,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_08980,1842590,1843060,471,-1,FALSE
R7A2020_08985,NA,methylated-DNA--[protein]-cysteine S-methyltransferase,K10778,"AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]",ada,KL,6-O-methylguanine DNA methyltransferase,R7A2020_08985,1843280,1844158,879,-1,FALSE
R7A2020_08990,NA,class I SAM-dependent methyltransferase,NA,NA,tcmP,Q,Leucine carboxyl methyltransferase,R7A2020_08990,1844274,1845089,816,1,FALSE
R7A2020_08995,NA,DUF2244 domain-containing protein,NA,NA,NA,S,Integral membrane protein,R7A2020_08995,1845092,1845586,495,-1,FALSE
R7A2020_09000,NA,endonuclease III,K10773,endonuclease III [EC:4.2.99.18],nth,L,"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate",nth,1845609,1846421,813,1,FALSE
R7A2020_09005,NA,DUF2214 family protein,K08983,putative membrane protein,NA,S,Predicted membrane protein (DUF2214),R7A2020_09005,1846409,1846864,456,-1,FALSE
R7A2020_09010,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_09010,1847136,1847365,230,1,FALSE
