# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* R7A2020_09055       K01488  233.47  311.5   4.5e-93 adenosine deaminase [EC:3.5.4.4]
* R7A2020_09060       K00761  218.83  278.0   2.4e-83 uracil phosphoribosyltransferase [EC:2.4.2.9]
* R7A2020_09065       K06985   48.90  163.6   2.6e-48 aspartyl protease family protein
* R7A2020_09070       K00758  576.37  585.0  5.6e-176 thymidine phosphorylase [EC:2.4.2.4]
* R7A2020_09075       K03783  173.80  316.7   1.1e-94 purine-nucleoside phosphorylase [EC:2.4.2.1]
* R7A2020_09080       K01489   30.47  175.1   9.4e-52 cytidine deaminase [EC:3.5.4.5]
* R7A2020_09085       K23536  179.73  411.2  1.1e-123 general nucleoside transport system permease protein
* R7A2020_09090       K23535  248.07  370.4  4.7e-111 general nucleoside transport system permease protein
* R7A2020_09095       K23537  586.30  753.8  8.7e-227 general nucleoside transport system ATP-binding protein
* R7A2020_09095       K10822  138.23  139.9   2.8e-41 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_09100       K03745   37.40   69.0   1.2e-19 SlyX protein
* R7A2020_09115       K07335  152.40  353.1    9e-106 basic membrane protein A and related proteins
* R7A2020_09170       K14060  125.90  158.0     9e-47 putative DNA-invertase from lambdoid prophage Rac
* R7A2020_09195       K16568  108.80  115.5   1.1e-33 exopolysaccharide production protein ExoZ
* R7A2020_09225       K01545   25.60   34.5   6.7e-09 potassium-transporting ATPase KdpF subunit
* R7A2020_09230       K01546  184.33  951.2  1.1e-286 potassium-transporting ATPase potassium-binding subunit
* R7A2020_09240       K01547  356.07 1208.8         0 potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]
* R7A2020_09245       K01548   51.33  299.3   5.3e-90 potassium-transporting ATPase KdpC subunit
* R7A2020_09250       K07646  237.47 1168.6         0 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
* R7A2020_09255       K07667  277.90  310.6   4.4e-93 two-component system, OmpR family, KDP operon response regulator KdpE
* R7A2020_09280       K02970   25.63  113.4   3.6e-33 small subunit ribosomal protein S21
* R7A2020_09300       K00303  311.43  432.0  9.4e-130 sarcosine oxidase, subunit beta [EC:1.5.3.1]
* R7A2020_09310       K00304  111.43  132.4     4e-39 sarcosine oxidase, subunit delta [EC:1.5.3.1]
* R7A2020_09315       K00302 1274.47 1532.6         0 sarcosine oxidase, subunit alpha [EC:1.5.3.1]
* R7A2020_09320       K00305  133.70  169.5   2.6e-50 sarcosine oxidase, subunit gamma [EC:1.5.3.1]
* R7A2020_09370       K00249  298.80  419.4  9.1e-126 acyl-CoA dehydrogenase [EC:1.3.8.7]
* R7A2020_09390       K03478   91.33  206.7   2.3e-61 chitin disaccharide deacetylase [EC:3.5.1.105]
* R7A2020_09405       K03566  200.83  207.3   1.4e-61 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_09430       K01915   40.23  327.9     4e-98 glutamine synthetase [EC:6.3.1.2]
* R7A2020_09445       K02055  221.97  265.8   3.4e-79 putative spermidine/putrescine transport system substrate-binding protein
* R7A2020_09460       K02052  491.23  528.8  9.6e-159 putative spermidine/putrescine transport system ATP-binding protein
* R7A2020_09460       K02010  441.03  468.0  2.1e-140 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* R7A2020_09460       K10822  138.23  146.0   3.8e-43 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_09465       K24163  353.20  453.2  5.1e-136 monovalent cation/hydrogen antiporter
* R7A2020_09480       K08178  274.10  531.3  6.3e-160 MFS transporter, SHS family, lactate transporter
* R7A2020_09490       K00108  445.17  732.9  2.7e-220 choline dehydrogenase [EC:1.1.99.1]
* R7A2020_09505       K10822  138.23  142.1   6.2e-42 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_09510       K17317  290.60  422.0  3.7e-127 glucose/mannose transport system permease protein
* R7A2020_09515       K17316  313.03  449.3  2.1e-135 glucose/mannose transport system permease protein
* R7A2020_09520       K17315  251.87  455.2  1.4e-136 glucose/mannose transport system substrate-binding protein
* R7A2020_09535       K01026  328.80  673.9  4.6e-203 propionate CoA-transferase [EC:2.8.3.1]
* R7A2020_09540       K19181  308.07  407.2  2.4e-122 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]
* R7A2020_09545       K02529  266.77  310.7     7e-93 LacI family transcriptional regulator
* R7A2020_09565       K13589  132.90  208.6   1.4e-62 two-component system, cell cycle response regulator CpdR
* R7A2020_09570       K01458   89.20  236.7   1.7e-70 N-formylglutamate deformylase [EC:3.5.1.68]
* R7A2020_09575       K18649  255.07  264.1   3.4e-79 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
* R7A2020_09595       K01048  187.30  361.7    2e-108 lysophospholipase [EC:3.1.1.5]
* R7A2020_09600       K04080  192.47  239.8   7.7e-72 molecular chaperone IbpA
* R7A2020_09600       K13993   75.47   76.4   9.4e-22 HSP20 family protein
* R7A2020_09605       K01620  105.27  205.5     5e-61 threonine aldolase [EC:4.1.2.48]
* R7A2020_09610       K00265 1981.37 2343.3         0 glutamate synthase (NADPH) large chain [EC:1.4.1.13]
* R7A2020_09615       K00266  507.23  589.2    4e-177 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
* R7A2020_09620       K09795  127.03  378.9  1.2e-113 uncharacterized protein
* R7A2020_09625       K08305   95.10  385.3  1.5e-115 membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
* R7A2020_09630       K00963  102.90  185.9   5.1e-55 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* R7A2020_09640       K06041  137.97  437.3  2.2e-131 arabinose-5-phosphate isomerase [EC:5.3.1.13]
* R7A2020_09645       K07340   72.77  151.7   8.8e-45 inner membrane protein
* R7A2020_09660       K01772   63.33  335.8  1.3e-100 protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
* R7A2020_09665       K11751  423.53  603.2  2.1e-181 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]
* R7A2020_09675       K00808  300.27  831.0  7.3e-251 homospermidine synthase [EC:2.5.1.44]
* R7A2020_09680       K00059  270.10  285.9   1.4e-85 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* R7A2020_09690       K22342  126.43  308.4   1.8e-92 dimethylamine monooxygenase subunit A [EC:1.14.13.238]
* R7A2020_09695       K09780   34.33   41.4   5.1e-11 uncharacterized protein
* R7A2020_09715       K08602  188.63  814.3  3.5e-245 oligoendopeptidase F [EC:3.4.24.-]
* R7A2020_09740       K01625  184.57  292.6   2.2e-87 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
* R7A2020_09745       K07146  184.30  475.1    1e-142 UPF0176 protein
* R7A2020_09775       K22479  125.40  135.6   1.1e-39 N-acetyltransferase
* R7A2020_09780       K16264  313.30  422.4    1e-126 cobalt-zinc-cadmium efflux system protein
* R7A2020_09790       K22025  202.47  458.7  3.4e-138 D-erythronate 2-dehydrogenase [EC:1.1.1.410]
* R7A2020_09795       K08970   47.53  237.6   7.5e-71 nickel/cobalt transporter (NicO) family protein
* R7A2020_09810       K01426  221.77  238.4   6.7e-71 amidase [EC:3.5.1.4]
* R7A2020_09815       K01581  223.70  394.0  3.4e-118 ornithine decarboxylase [EC:4.1.1.17]
* R7A2020_09820       K03824   70.23  102.8   7.8e-30 putative acetyltransferase [EC:2.3.1.-]
* R7A2020_09830       K02415   30.50   32.1     4e-08 flagellar protein FliL
* R7A2020_09840       K02395   33.33   63.1   1.6e-17 peptidoglycan hydrolase FlgJ
* R7A2020_09850       K03790  102.30  119.8   5.6e-35 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
* R7A2020_09870       K02400  719.87  842.9  6.3e-254 flagellar biosynthesis protein FlhA
* R7A2020_09890       K03281  327.37  422.9  8.1e-127 chloride channel protein, CIC family
* R7A2020_09895       K23779   93.83  104.7   2.2e-30 XRE family transcriptional regulator, regulator of sulfur utilization
* R7A2020_09905       K02054  284.80  330.1   6.9e-99 putative spermidine/putrescine transport system permease protein
* R7A2020_09910       K02053  248.57  316.8   6.5e-95 putative spermidine/putrescine transport system permease protein
* R7A2020_09915       K02052  491.23  505.8  9.3e-152 putative spermidine/putrescine transport system ATP-binding protein
* R7A2020_09925       K06995   49.23  110.0   3.6e-32 uncharacterized protein
* R7A2020_09935       K02420   86.70   98.3   7.1e-29 flagellar biosynthesis protein FliQ
* R7A2020_09940       K02389   42.00  107.8   3.9e-31 flagellar basal-body rod modification protein FlgD
* R7A2020_09945       K06601   52.17  178.4   2.4e-53 flagellar biosynthesis repressor protein FlbT
* R7A2020_09950       K06602   78.10  122.8   2.1e-36 flagellar biosynthesis activator protein FlaF
* R7A2020_09960       K02396   93.77  273.6   1.5e-81 flagellar hook-associated protein 1
* R7A2020_09965       K02390  176.10  358.2  3.2e-107 flagellar hook protein FlgE
* R7A2020_09970       K21603  285.07  367.6  5.8e-111 two-component system, OmpR family, flagellar system response regulator FtcR
* R7A2020_09980       K10565   75.03  178.3   1.9e-52 chemotaxis protein MotD
* R7A2020_09985       K10564  185.27  465.0  9.5e-140 chemotaxis protein MotC
* R7A2020_09990       K02557  142.97  198.2   7.3e-59 chemotaxis protein MotB
* R7A2020_10000       K02409  134.30  433.9  3.2e-130 flagellar M-ring protein FliF
* R7A2020_10005       K02406  133.77  154.7   9.9e-46 flagellin
* R7A2020_10010       K02406  133.77  159.8   2.7e-47 flagellin
* R7A2020_10015       K02419  283.77  346.5  7.5e-104 flagellar biosynthesis protein FliP
* R7A2020_10020       K02415   30.50   55.2   3.1e-15 flagellar protein FliL
* R7A2020_10025       K02393   49.40  218.4   3.4e-65 flagellar L-ring protein FlgH
* R7A2020_10035       K02394  140.10  489.5    2e-147 flagellar P-ring protein FlgI
* R7A2020_10040       K02386   46.97  101.4   2.3e-29 flagellar basal body P-ring formation protein FlgA
* R7A2020_10045       K02392  301.00  369.4  6.3e-111 flagellar basal-body rod protein FlgG
* R7A2020_10050       K02408   41.83   67.9   3.7e-19 flagellar hook-basal body complex protein FliE
* R7A2020_10055       K02388   76.27  156.0   2.3e-46 flagellar basal-body rod protein FlgC
* R7A2020_10060       K02387   72.03   99.3     1e-28 flagellar basal-body rod protein FlgB
* R7A2020_10085       K02556   97.07  248.8   2.3e-74 chemotaxis protein MotA
* R7A2020_10090       K02416   98.23  114.1   3.4e-33 flagellar motor switch protein FliM
* R7A2020_10095       K02417   65.53  109.9   5.3e-32 flagellar motor switch protein FliN
* R7A2020_10100       K02410   66.53  210.5   1.6e-62 flagellar motor switch protein FliG
* R7A2020_10105       K02401  364.70  380.1  4.7e-114 flagellar biosynthesis protein FlhB
* R7A2020_10145       K11072  493.77  539.7  2.7e-162 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
* R7A2020_10145       K02052  491.23  503.6  4.2e-151 putative spermidine/putrescine transport system ATP-binding protein
* R7A2020_10145       K02010  441.03  444.2  3.1e-133 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* R7A2020_10150       K11071  283.03  367.3  3.3e-110 spermidine/putrescine transport system permease protein
* R7A2020_10155       K11070  282.43  304.9   2.9e-91 spermidine/putrescine transport system permease protein
* R7A2020_10175       K06959  483.63 1139.4         0 protein Tex
* R7A2020_10190       K03566  200.83  336.8    6e-101 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_10195       K00252  496.77  723.3    1e-217 glutaryl-CoA dehydrogenase [EC:1.3.8.6]
* R7A2020_10230       K03088   66.33   79.9   9.2e-23 RNA polymerase sigma-70 factor, ECF subfamily
* R7A2020_10250       K00372 1033.13 1287.5         0 assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
* R7A2020_10255       K00363   96.90  137.6   1.5e-40 nitrite reductase (NADH) small subunit [EC:1.7.1.15]
* R7A2020_10260       K00362  545.37 1111.7         0 nitrite reductase (NADH) large subunit [EC:1.7.1.15]
* R7A2020_10265       K15578  414.43  442.8  2.6e-133 nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]
* R7A2020_10270       K15577  292.87  379.0  4.7e-114 nitrate/nitrite transport system permease protein
* R7A2020_10270       K02050  136.63  206.2   2.6e-61 NitT/TauT family transport system permease protein
* R7A2020_10275       K15576  491.70  554.6  7.4e-167 nitrate/nitrite transport system substrate-binding protein
* R7A2020_10275       K02051  108.47  124.5   2.5e-36 NitT/TauT family transport system substrate-binding protein
* R7A2020_10280       K22067  473.67  553.4  1.2e-166 two-component system, oxyanion-binding sensor
* R7A2020_10285       K07183  176.23  301.0     3e-90 two-component system, response regulator / RNA-binding antiterminator
* R7A2020_10300       K06131  259.60  381.2  3.2e-114 cardiolipin synthase A/B [EC:2.7.8.-]
* R7A2020_10365       K13583   33.17   39.8   1.8e-10 GcrA cell cycle regulator
* R7A2020_10405       K09458  471.37  530.8  1.6e-159 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* R7A2020_10410       K16137  116.90  159.7   6.1e-47 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* R7A2020_10430       K00566  290.63  464.2  1.5e-139 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* R7A2020_10440       K00344  277.73  323.6   7.9e-97 NADPH:quinone reductase [EC:1.6.5.5]
* R7A2020_10455       K13584  242.90  436.4  1.5e-131 two-component system, cell cycle response regulator CtrA
* R7A2020_10465       K13588  106.60  287.1   4.2e-86 histidine phosphotransferase ChpT
* R7A2020_10485       K22042   96.17  140.5     2e-41 ArsR family transcriptional regulator, virulence genes transcriptional regulator
* R7A2020_10490       K07226   58.50  252.6     2e-75 heme iron utilization protein
* R7A2020_10495       K08683  230.63  348.4    1e-104 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
* R7A2020_10500       K03824   70.23   94.5   2.6e-27 putative acetyltransferase [EC:2.3.1.-]
* R7A2020_10505       K07393  115.20  565.6  5.1e-170 glutathionyl-hydroquinone reductase [EC:1.8.5.7]
* R7A2020_10540       K01649  472.70  639.6  1.8e-192 2-isopropylmalate synthase [EC:2.3.3.13]
* R7A2020_10565       K18900  326.97  337.5  2.9e-101 LysR family transcriptional regulator, regulator for bpeEF and oprC
* R7A2020_10570       K07120   67.10  353.7    5e-106 uncharacterized protein
* R7A2020_10585       K09004   42.20  111.5   1.6e-32 uncharacterized protein
* R7A2020_10595       K13283  202.13  268.4   2.1e-80 ferrous-iron efflux pump FieF
* R7A2020_10600       K13503  498.43 1180.5         0 anthranilate synthase [EC:4.1.3.27]
* R7A2020_10610       K06987   77.23  204.2   1.5e-60 uncharacterized protein
* R7A2020_10615       K19577  373.50  464.4  1.7e-139 MFS transporter, DHA1 family, inner membrane transport protein
* R7A2020_10630       K00661  124.33  237.5   8.8e-71 maltose O-acetyltransferase [EC:2.3.1.79]
* R7A2020_10635       K13633  288.57  391.5  1.2e-117 AraC family transcriptional regulator, transcriptional activator FtrA
* R7A2020_10645       K01938  510.97  933.1  2.1e-281 formate--tetrahydrofolate ligase [EC:6.3.4.3]
* R7A2020_10675       K08738   55.10   96.9     5e-28 cytochrome c
* R7A2020_10690       K00857   55.17  177.6   1.5e-52 thymidine kinase [EC:2.7.1.21]
* R7A2020_10695       K02002  100.30  303.5   7.4e-91 glycine betaine/proline transport system substrate-binding protein
* R7A2020_10700       K02001  260.73  397.8  3.9e-119 glycine betaine/proline transport system permease protein
* R7A2020_10705       K02000  413.00  518.1  1.4e-155 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
* R7A2020_10715       K02483  242.13  265.7   2.3e-79 two-component system, OmpR family, response regulator
* R7A2020_10735       K06891   44.53  118.1   1.6e-34 ATP-dependent Clp protease adaptor protein ClpS
* R7A2020_10755       K03924  113.50  431.5  1.3e-129 MoxR-like ATPase [EC:3.6.3.-]
* R7A2020_10760       K09986   41.60  284.9   1.5e-85 uncharacterized protein
* R7A2020_10765       K17879  156.87  172.8   3.8e-51 peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]
* R7A2020_10770       K00974  259.53  261.0     8e-78 tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
* R7A2020_10790       K00228   74.87  396.2  8.8e-119 coproporphyrinogen III oxidase [EC:1.3.3.3]
* R7A2020_10800       K13639  104.00  265.3   1.3e-79 MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
* R7A2020_10805       K03216  100.43  210.0   1.6e-62 tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
* R7A2020_10815       K18893  771.53  991.9  3.6e-299 ATP-binding cassette, subfamily B, multidrug efflux pump
* R7A2020_10820       K18893  771.53  851.1  1.5e-256 ATP-binding cassette, subfamily B, multidrug efflux pump
* R7A2020_10845       K00411   78.80  276.7   1.2e-82 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
* R7A2020_10850       K00412  296.27  617.1    7e-186 ubiquinol-cytochrome c reductase cytochrome b subunit
* R7A2020_10855       K00413   44.63  382.3  9.9e-115 ubiquinol-cytochrome c reductase cytochrome c1 subunit
* R7A2020_10860       K09474  131.00  224.4   7.7e-67 acid phosphatase (class A) [EC:3.1.3.2]
* R7A2020_10875       K00759   97.13  267.1   6.6e-80 adenine phosphoribosyltransferase [EC:2.4.2.7]
* R7A2020_10890       K03284  161.33  246.1   2.5e-73 magnesium transporter
* R7A2020_10895       K19300  300.63  362.7  3.7e-109 aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]
* R7A2020_10900       K06942  381.93  443.8  3.3e-133 ribosome-binding ATPase
* R7A2020_10905       K01056   50.13  275.4   2.1e-82 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* R7A2020_10910       K02897   36.03  243.9   7.1e-73 large subunit ribosomal protein L25
* R7A2020_10920       K23775  100.87  159.1     8e-47 MarR family transcriptional regulator, organic hydroperoxide resistance regulator
