locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_07220,0.057,0.109,0.064,0.042,0.043,0.064,0.124,0.057,0.061,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,PTS glucitol/sorbitol transporter subunit IIB,K02782,glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198],srlE,G,Phosphotransferase system sorbitol-specific component IIBC,R7A2020_07220,1472488,1473492,1005,1,TRUE,FALSE,FALSE,1183.0,1741.9,1058.6,1760.6,979.4,2359.9,1177.3,1837.9,1296.5,1416.9,1805.9,2352.5,950.0,921.3,1978.9,1006.3,1492.058,0.148,0.495,5.657,0.580,0.880,NA,NA
R7A2020_07225,0.071,0.099,0.034,0.04,0.046,0.065,0.096,0.056,0.049,0.031,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,PTS glucitol/sorbitol transporter subunit IIA,K02781,glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198],srlB,G,PTS system glucitol sorbitol-specific,R7A2020_07225,1473520,1473900,381,1,TRUE,FALSE,FALSE,398.1,419.6,640.4,224.6,553.7,204.7,302.9,359.7,87.4,221.1,203.2,302.2,198.7,636.0,117.1,546.9,339.712,0.177,0.924,3.608,0.824,0.965,NA,NA
R7A2020_07230,0.059,0.114,0.055,0.058,0.046,0.06,0.11,0.05,0.06,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,phosphoenolpyruvate--protein phosphotransferase,NA,NA,fryA,G,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr),ptsP,1473957,1475939,1983,1,TRUE,FALSE,FALSE,2449.3,3885.4,2843.8,1916.3,2810.8,3037.6,4419.6,3684.4,3278.3,4096.2,3521.1,2674.7,5173.6,3524.2,3667.8,1810.8,3304.480,0.081,0.378,8.157,0.319,0.735,NA,NA
R7A2020_07235,0.023,0.018,0.009,0.003,0.006,0.015,0.023,0.012,0.012,0.006,INPUT-GD-RE,INPUT-GD,INPUT-GD,INPUT-GD,NA,GD,TB-GD,TY-ES,GR-GD,S,GFA family protein,NA,NA,NA,S,Glutathione-dependent formaldehyde-activating enzyme,R7A2020_07235,1476011,1476409,399,-1,FALSE,FALSE,FALSE,52.2,80.5,30.1,146.1,1.7,7.0,198.9,16.1,115.2,1.5,164.9,50.5,6.1,6.5,1.8,284.2,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07240,0.052,0.077,0.04,0.025,0.022,0.04,0.087,0.035,0.032,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_07240,1476547,1477341,795,-1,TRUE,FALSE,FALSE,1437.1,248.6,379.0,298.3,542.6,699.5,803.3,822.1,1052.7,1004.3,326.3,972.0,1049.3,440.0,422.5,1450.5,748.001,-0.608,0.774,5.017,0.658,0.914,NA,NA
R7A2020_07245,0.069,0.09,0.044,0.045,0.027,0.053,0.093,0.047,0.032,0.044,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar-binding transcriptional regulator,K05346,deoxyribonucleoside regulator,NA,K,Putative sugar-binding domain,R7A2020_07245,1477498,1478523,1026,1,TRUE,FALSE,FALSE,1527.5,1447.1,720.1,1782.3,955.3,1012.5,446.4,780.3,918.2,1890.9,1160.2,919.3,611.3,1465.4,1381.2,1346.5,1151.349,-0.485,0.556,7.146,0.414,0.799,NA,NA
R7A2020_07250,0.07,0.114,0.063,0.046,0.041,0.072,0.114,0.052,0.054,0.032,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,TIGR01459 family HAD-type hydrolase,NA,NA,NA,G,Haloacid dehalogenase-like hydrolase,R7A2020_07250,1478510,1479361,852,-1,TRUE,FALSE,FALSE,1622.1,1550.7,989.3,1056.6,546.9,1821.4,1260.3,1481.5,1603.4,2496.6,1671.1,470.7,1342.3,729.8,750.7,662.5,1255.571,0.731,0.601,8.330,0.304,0.724,NA,NA
R7A2020_07255,0.06,0.097,0.053,0.042,0.04,0.067,0.1,0.043,0.045,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,FGGY-family carbohydrate kinase,K22935,D-ribulokinase [EC:2.7.1.47],xylB,G,"PFAM FGGY family of carbohydrate kinases, N-terminal domain",R7A2020_07255,1479358,1480632,1275,-1,TRUE,FALSE,FALSE,2229.1,1625.2,1625.7,2161.5,2422.2,3340.7,3017.1,1064.0,1096.4,1814.8,1656.0,2712.6,1193.3,556.4,3286.5,818.9,1917.218,0.477,0.588,9.241,0.236,0.670,NA,NA
R7A2020_07260,0.068,0.116,0.053,0.045,0.054,0.057,0.11,0.056,0.054,0.034,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,class II aldolase,NA,NA,NA,IQ,Class II Aldolase and Adducin N-terminal domain,R7A2020_07260,1480648,1481691,1044,-1,TRUE,FALSE,FALSE,1273.4,1951.2,1140.9,1129.0,785.9,907.2,580.8,1811.2,728.1,1380.7,1838.4,1020.4,1422.4,1501.7,987.3,924.4,1214.745,-0.189,0.537,5.113,0.646,0.906,NA,NA
R7A2020_07265,0.059,0.083,0.036,0.048,0.045,0.057,0.095,0.045,0.048,0.044,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DeoR/GlpR transcriptional regulator,K03477,"DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor",NA,K,"helix_turn_helix, Deoxyribose operon repressor",R7A2020_07265,1481872,1482654,783,1,TRUE,FALSE,FALSE,1075.7,642.0,1104.3,1813.7,1756.6,2122.4,752.0,881.0,1244.4,937.0,592.3,643.4,2372.4,1909.9,520.0,1728.3,1258.462,0.772,0.526,19.583,0.007,0.131,NA,NA
R7A2020_07270,0.078,0.104,0.06,0.049,0.06,0.076,0.118,0.057,0.061,0.058,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,carbohydrate kinase,NA,NA,NA,G,Carbohydrate kinase,R7A2020_07270,1482651,1484030,1380,1,TRUE,FALSE,FALSE,3546.2,3157.8,1906.7,3603.2,2973.3,1776.6,3429.3,2315.4,2897.4,1805.2,2164.7,3306.5,4812.7,3623.8,2215.5,2969.9,2913.748,-0.141,0.405,7.195,0.409,0.795,NA,NA
R7A2020_07275,0.062,0.105,0.053,0.043,0.047,0.073,0.135,0.051,0.064,0.062,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter ATP-binding protein,K10441,ribose transport system ATP-binding protein [EC:7.5.2.7],rbsA,G,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,R7A2020_07275,1484027,1485571,1545,1,TRUE,FALSE,FALSE,1884.6,2187.7,2846.4,2444.0,1815.1,1816.4,2710.3,2128.0,2601.5,1476.8,2249.5,1323.7,1293.7,2396.5,4065.9,3031.0,2273.582,-0.980,0.405,10.982,0.139,0.557,NA,NA
R7A2020_07280,0.07,0.133,0.058,0.058,0.062,0.071,0.131,0.062,0.065,0.047,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ribose ABC transporter permease,K10440,ribose transport system permease protein,MA20_14255,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_07280,1485568,1486560,993,1,TRUE,FALSE,FALSE,1084.2,2069.0,1959.0,1181.0,1444.5,2041.0,1859.5,1781.2,1172.1,1347.4,2309.9,1670.1,2245.7,1679.0,1272.4,1735.5,1681.644,0.198,0.426,3.586,0.826,0.965,NA,NA
R7A2020_07285,0.055,0.089,0.055,0.031,0.033,0.054,0.108,0.054,0.049,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,K10439,ribose transport system substrate-binding protein,NA,G,ABC-type sugar transport system periplasmic component,R7A2020_07285,1486641,1487579,939,1,TRUE,FALSE,FALSE,1753.4,1471.2,1204.9,1317.4,1184.0,683.6,1363.0,979.4,2308.9,1474.6,1347.1,1117.3,1001.7,1030.7,775.8,899.3,1247.461,0.143,0.424,12.365,0.089,0.463,NA,NA
R7A2020_07290,0.057,0.105,0.051,0.046,0.042,0.041,0.088,0.037,0.047,0.042,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar phosphate isomerase/epimerase,K18910,D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31],NA,G,Xylose isomerase-like TIM barrel,R7A2020_07290,1487649,1488542,894,1,TRUE,FALSE,FALSE,640.9,1045.6,409.1,975.7,1011.2,893.3,1065.4,535.2,1252.8,474.8,678.2,375.9,473.5,643.1,1692.6,826.8,814.060,-0.417,0.646,5.671,0.579,0.880,NA,NA
R7A2020_07295,0.076,0.089,0.053,0.046,0.04,0.089,0.132,0.066,0.066,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cupin domain-containing protein,K06995,uncharacterized protein,NA,S,Protein of unknown function (DUF861),R7A2020_07295,1488671,1489024,354,1,TRUE,FALSE,FALSE,724.2,791.0,586.8,1049.3,894.2,363.7,2147.9,293.3,110.1,785.4,603.9,461.2,568.8,430.9,612.0,239.7,667.881,0.550,0.876,5.189,0.637,0.900,NA,NA
R7A2020_07300,0.03,0.074,0.027,0.033,0.032,0.03,0.066,0.034,0.03,0.023,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,transcriptional regulator,NA,NA,celI,K,Transcriptional regulator,R7A2020_07300,1489172,1490098,927,1,TRUE,FALSE,FALSE,557.6,753.7,420.8,475.8,976.8,2385.8,636.1,201.2,326.2,531.0,445.9,855.1,511.0,401.1,834.9,523.2,678.042,1.294,0.661,17.129,0.017,0.208,NA,NA
R7A2020_07305,0.049,0.085,0.044,0.034,0.036,0.059,0.077,0.035,0.037,0.034,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha-N-arabinofuranosidase,K01209,alpha-L-arabinofuranosidase [EC:3.2.1.55],abfA,G,Alpha-L-arabinofuranosidase,R7A2020_07305,1490203,1491708,1506,1,TRUE,FALSE,FALSE,1630.5,1715.8,2136.7,1306.5,1006.9,756.2,1164.2,966.6,2450.1,357.9,1066.1,542.3,1671.8,2253.5,567.8,1558.9,1326.542,-0.286,0.664,7.337,0.395,0.788,NA,NA
R7A2020_07310,0.071,0.116,0.052,0.05,0.053,0.046,0.1,0.043,0.053,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,extracellular solute-binding protein,NA,NA,NA,G,ABC-type sugar transport system periplasmic component,R7A2020_07310,1491823,1493097,1275,1,TRUE,FALSE,FALSE,1408.9,1495.4,950.1,1191.8,1102.3,2295.3,854.7,2049.9,1149.4,1638.8,1002.2,1107.8,2921.9,1214.4,1320.2,1495.7,1452.376,0.257,0.519,5.229,0.632,0.900,NA,NA
R7A2020_07315,0.069,0.092,0.048,0.041,0.04,0.062,0.097,0.046,0.049,0.027,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter permease,K02025,multiple sugar transport system permease protein,amyD,P,Binding-protein-dependent transport system inner membrane component,R7A2020_07315,1493157,1494041,885,1,TRUE,FALSE,FALSE,1689.8,341.1,967.1,898.4,991.4,1370.2,1340.6,665.8,999.7,692.9,839.6,876.1,1360.6,447.1,613.8,289.2,900.531,1.373,0.697,4.244,0.751,0.942,NA,NA
R7A2020_07320,0.063,0.1,0.053,0.04,0.05,0.053,0.11,0.053,0.056,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,carbohydrate ABC transporter permease,NA,NA,NA,G,"ABC-type sugar transport system, permease component",R7A2020_07320,1494038,1494880,843,1,TRUE,FALSE,FALSE,547.7,938.9,704.4,804.2,914.0,898.3,998.2,2201.9,701.2,1372.5,637.6,763.5,497.8,1635.0,1093.7,948.8,980.119,-0.186,0.595,6.168,0.520,0.853,NA,NA
R7A2020_07325,0.066,0.109,0.063,0.044,0.053,0.07,0.121,0.061,0.058,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,NA,NA,NA,P,Belongs to the ABC transporter superfamily,ugpC,1494933,1496018,1086,-1,TRUE,FALSE,FALSE,1540.2,1390.7,1483.3,743.8,2085.1,383.5,1390.7,885.2,1651.3,2047.7,1897.6,1888.1,1767.1,1167.2,886.9,462.2,1356.421,0.859,0.610,7.829,0.348,0.752,NA,NA
R7A2020_07330,0.076,0.127,0.074,0.06,0.065,0.071,0.12,0.051,0.061,0.055,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,multicopper oxidase family protein,NA,NA,cueO,Q,Multicopper oxidase,R7A2020_07330,1496184,1497692,1509,1,TRUE,FALSE,FALSE,2268.6,2882.1,3382.2,1711.1,2497.0,3869.3,2582.5,2032.8,2287.0,3963.8,940.7,1846.0,1996.2,2483.8,3499.9,3895.1,2639.788,-0.230,0.424,13.323,0.065,0.406,NA,NA
R7A2020_07335,0.054,0.127,0.054,0.059,0.054,0.078,0.121,0.035,0.073,0.051,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DedA family protein,NA,NA,yqaA,S,SNARE associated Golgi protein,R7A2020_07335,1497699,1498133,435,1,TRUE,FALSE,FALSE,485.6,494.1,704.4,527.7,861.6,614.1,783.6,875.6,197.6,2519.5,333.3,30.5,862.8,608.8,1129.0,418.4,716.046,-0.081,0.923,9.381,0.226,0.660,NA,NA
R7A2020_07340,0.047,0.071,0.031,0.03,0.032,0.049,0.083,0.04,0.032,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,T,Nacht domain,R7A2020_07340,1498238,1502143,3906,-1,TRUE,FALSE,FALSE,2651.2,2570.1,3353.4,3920.8,1691.3,2454.3,3060.6,2483.4,1387.3,3367.8,3586.2,4584.9,2234.5,1964.9,4460.3,3763.7,2979.046,-1.002,0.377,16.838,0.018,0.221,NA,NA
R7A2020_07345,0.038,0.092,0.044,0.032,0.044,0.048,0.111,0.038,0.057,0.051,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF3489 domain-containing protein,NA,NA,NA,K,Protein of unknown function (DUF3489),R7A2020_07345,1502645,1503013,369,1,TRUE,FALSE,FALSE,93.2,256.6,331.9,176.3,132.4,169.9,183.1,192.7,103.4,266.2,227.6,281.2,186.5,108.0,251.6,295.7,204.077,-0.871,0.901,2.174,0.950,0.997,NA,NA
R7A2020_07350,0.045,0.078,0.045,0.036,0.033,0.05,0.092,0.038,0.04,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF2924 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF2924),R7A2020_07350,1503018,1503512,495,1,TRUE,FALSE,FALSE,872.4,519.3,345.0,557.9,168.5,93.4,1081.2,332.9,523.8,470.3,53.4,240.1,331.5,441.3,456.0,478.7,436.815,-1.849,0.794,16.181,0.024,0.249,NA,NA
R7A2020_07355,0.055,0.092,0.053,0.041,0.032,0.055,0.098,0.05,0.044,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,recombinase family protein,K06400,site-specific DNA recombinase,NA,L,Recombinase,R7A2020_07355,1503509,1505203,1695,1,TRUE,FALSE,FALSE,1403.2,1698.7,951.4,1767.8,2016.3,693.6,1838.4,1212.8,931.6,1968.6,1426.1,1319.5,824.3,1576.7,1305.9,1667.3,1416.016,-0.148,0.549,0.680,0.998,1.000,NA,NA
R7A2020_07360,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,NA,NA,NA,NA,NA,NA,R7A2020_07360,1505443,1505519,77,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07365,0.065,0.098,0.052,0.044,0.046,0.082,0.104,0.049,0.049,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,amidohydrolase,K01451,hippurate hydrolase [EC:3.5.1.32],hipO,S,amidohydrolase,R7A2020_07365,1505604,1506767,1164,-1,TRUE,FALSE,FALSE,1383.5,1069.7,1303.0,1853.5,1290.6,1663.4,827.0,1119.7,1380.6,1629.9,1701.3,1254.2,3247.3,1203.4,1020.2,783.0,1423.170,0.698,0.473,10.664,0.154,0.576,NA,NA
R7A2020_07370,0.044,0.079,0.034,0.037,0.033,0.051,0.106,0.05,0.048,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,D-alanyl-D-alanine carboxypeptidase,K07258,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],dacA3,M,Belongs to the peptidase S11 family,R7A2020_07370,1507021,1508190,1170,1,TRUE,FALSE,FALSE,638.1,1024.4,1168.3,1315.0,1156.5,550.5,1127.3,1299.5,786.2,1079.0,867.5,1780.7,565.7,402.4,593.5,839.0,951.620,0.239,0.532,10.803,0.147,0.568,NA,NA
R7A2020_07375,0.092,0.139,0.06,0.073,0.057,0.11,0.153,0.077,0.066,0.068,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GTP-binding protein,NA,NA,p47K,S,cobalamin synthesis protein,R7A2020_07375,1508280,1509407,1128,1,TRUE,FALSE,FALSE,1987.7,2510.7,2200.8,3289.3,2322.4,1932.6,2165.0,2283.2,1074.6,2002.6,1682.8,1988.1,2683.6,1794.1,2232.9,2487.6,2171.020,-0.164,0.379,6.176,0.519,0.852,NA,NA
R7A2020_07380,0.049,0.118,0.064,0.039,0.044,0.044,0.078,0.044,0.039,0.025,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sulfurtransferase TusA family protein,K04085,tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-],tusA,O,Belongs to the sulfur carrier protein TusA family,R7A2020_07380,1509424,1509663,240,-1,TRUE,FALSE,FALSE,83.3,409.6,214.3,201.7,63.6,560.4,43.5,98.5,552.4,573.1,29.0,593.9,31.4,73.8,99.8,529.7,260.293,-0.029,1.245,9.819,0.199,0.626,NA,NA
R7A2020_07385,0.064,0.091,0.054,0.042,0.044,0.074,0.114,0.056,0.063,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,murein L,NA,NA,yafK,S,ErfK YbiS YcfS YnhG family protein,R7A2020_07385,1509672,1511003,1332,-1,TRUE,FALSE,FALSE,1548.7,2268.2,2002.1,2493.5,2438.5,705.5,2606.2,1744.8,1467.2,1797.0,2403.9,3575.1,1694.1,2058.1,1372.2,1609.9,1991.033,0.063,0.480,6.947,0.434,0.809,NA,NA
R7A2020_07390,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,I,acetyl-CoA carboxylase carboxyltransferase subunit alpha,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],accA,I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",R7A2020_07390,1511244,1512194,951,-1,FALSE,FALSE,FALSE,2.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07395,0.065,0.106,0.047,0.032,0.052,0.077,0.116,0.046,0.054,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,site-specific tyrosine recombinase XerD,K04763,integrase/recombinase XerD,xerD,L,Tyrosine recombinase XerD,R7A2020_07395,1512293,1513210,918,-1,TRUE,FALSE,FALSE,1242.3,1490.3,1023.3,1644.6,702.5,667.7,1490.8,690.4,478.4,1002.8,432.0,1151.0,1732.7,1947.5,1537.8,612.2,1118.855,-0.663,0.597,9.953,0.191,0.618,NA,NA
R7A2020_07400,0.053,0.099,0.031,0.061,0.046,0.038,0.084,0.023,0.038,0.023,NE,NE,NE,NE,NA,NE,NE,NE,WT-GR-ES,T,histidine kinase,NA,NA,MA20_39815,NA,NA,R7A2020_07400,1513236,1513388,153,-1,TRUE,FALSE,FALSE,72.0,218.4,87.6,74.9,104.0,10.9,23.7,13.9,13.5,108.7,22.1,85.3,284.9,114.5,2.4,151.4,87.077,-0.435,1.666,4.846,0.679,NA,NA,NA
R7A2020_07405,0.05,0.008,0.004,0.002,0.004,0.031,0.012,0.006,0.002,0.006,RHIZO-ES,RHIZO-ES,RHIZO-ES,RHIZO-ES,NA,NE,NE,NE,GR-ES,E,shikimate kinase,K00891,shikimate kinase [EC:2.7.1.71],aroK,E,Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate,R7A2020_07405,1513600,1514211,612,1,FALSE,FALSE,FALSE,1092.7,650.1,427.3,632.7,14.6,0.0,0.0,10.7,24.4,9.6,3.5,20.0,280.8,12.3,68.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07410,0.013,0,0,0,0,0.013,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,GD,TB-ES,NE,GR-ES,E,3-dehydroquinate synthase,K01735,3-dehydroquinate synthase [EC:4.2.3.4],aroB,E,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),R7A2020_07410,1514208,1515344,1137,1,FALSE,FALSE,FALSE,760.9,170.1,60.1,241.5,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07415,0.104,0.165,0.077,0.074,0.078,0.095,0.14,0.066,0.058,0.059,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,HlyC/CorC family transporter,NA,NA,yfjD,P,Mg2 and Co2 transporter CorB,R7A2020_07415,1515346,1516236,891,1,TRUE,FALSE,FALSE,2226.3,2966.6,1723.8,2980.2,668.1,2261.5,2319.1,1022.3,1034.2,799.4,1766.4,1533.2,3725.9,1768.2,821.8,1764.9,1842.543,0.164,0.569,12.503,0.085,0.455,NA,NA
R7A2020_07420,0.063,0.106,0.05,0.051,0.05,0.072,0.106,0.051,0.048,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha/beta hydrolase,NA,NA,NA,I,Carboxylesterase family,R7A2020_07420,1516293,1517093,801,1,TRUE,FALSE,FALSE,1195.7,1231.7,627.3,1228.0,1154.8,944.0,777.0,1252.4,402.7,1144.0,480.8,1128.9,1591.7,880.6,2123.5,1535.9,1109.149,-0.816,0.586,7.007,0.428,0.805,NA,NA
R7A2020_07425,0.092,0.149,0.089,0.07,0.063,0.086,0.16,0.087,0.076,0.06,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,acetolactate synthase large subunit,NA,NA,ilvX,EH,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",R7A2020_07425,1517213,1518766,1554,1,TRUE,FALSE,FALSE,3033.8,4308.0,3542.9,3257.9,5353.4,4524.1,4713.3,4462.6,4311.7,3592.6,4711.5,4965.1,3614.3,3232.4,2705.6,3361.8,3986.853,0.689,0.267,12.847,0.076,0.433,NA,NA
R7A2020_07430,0.043,0.074,0.043,0.027,0.023,0.043,0.081,0.039,0.035,0.031,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,BolA family transcriptional regulator,K05527,"BolA family transcriptional regulator, general stress-responsive regulator",bolA,T,Belongs to the BolA IbaG family,R7A2020_07430,1518798,1519100,303,-1,TRUE,FALSE,FALSE,238.6,229.4,142.4,245.1,57.6,118.2,245.0,224.8,543.2,158.3,144.0,105.3,55.8,675.5,65.1,158.6,213.451,-0.363,1.090,6.529,0.480,0.836,NA,NA
R7A2020_07435,0.039,0.047,0.024,0.022,0.017,0.037,0.056,0.022,0.03,0.017,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,J domain-containing protein,NA,NA,cbpA,O,molecular chaperone,R7A2020_07435,1519259,1519888,630,1,TRUE,FALSE,FALSE,443.3,468.9,415.6,281.4,470.3,88.4,201.5,670.1,410.3,321.0,159.1,224.3,94.3,345.5,610.2,290.7,344.469,-0.702,0.916,3.670,0.817,0.964,NA,NA
R7A2020_07440,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,H,cobaltochelatase subunit CobS,K09882,cobaltochelatase CobS [EC:6.6.1.2],cobS,S,"cobaltochelatase, CobS subunit",cobS,1520012,1520998,987,1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07445,0.075,0.116,0.062,0.049,0.049,0.059,0.129,0.067,0.072,0.049,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_07445,1521008,1521463,456,1,TRUE,FALSE,FALSE,686.1,535.4,269.2,381.6,319.9,422.3,337.1,868.1,309.4,885.2,812.9,822.4,845.5,286.0,320.9,595.0,544.435,-0.318,0.728,4.713,0.695,0.927,NA,NA
R7A2020_07450,0.001,0.001,0.001,0,0,0,0.001,0,0.001,0.001,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,H,cobaltochelatase subunit CobT,K09883,cobaltochelatase CobT [EC:6.6.1.2],cobT,H,cobalt chelatase,cobT,1521473,1523371,1899,1,FALSE,FALSE,FALSE,73.4,0.0,1.3,0.0,0.0,0.0,0.0,6.4,281.7,0.0,0.0,1.1,0.0,0.0,40.6,142.1,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07455,0.057,0.105,0.051,0.054,0.049,0.064,0.112,0.058,0.053,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,S,Esterase-like activity of phytase,R7A2020_07455,1523368,1524396,1029,1,TRUE,FALSE,FALSE,1449.8,1182.4,1267.7,1934.4,953.6,1220.2,734.9,1292.0,850.9,545.0,1084.7,2372.5,1029.0,1998.6,1454.7,740.7,1260.571,-0.028,0.538,8.567,0.285,0.714,NA,NA
