locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym,NSTB_ii,NSGR_ii,NSTY_ii,WTTB_ii,WTGR_ii,WTTY_ii,TY_state,GR_state,TB_state,NS_ii,WT_ii,ES_state,ICE_state
R7A2020_05760,NA,nucleoside diphosphate kinase regulator,K06140,regulator of nucleoside diphosphate kinase,rnk,K,Transcription elongation factor,rnk,1192280,1192702,423,1,FALSE,0.105555556,0.052777778,0.058333333,0.136111111,0.055555556,0.063888889,NE,NE,NE,0.205555556,0.247222222,NE,NA
R7A2020_05765,NA,nucleoside-diphosphate kinase,K06140,regulator of nucleoside diphosphate kinase,NA,K,"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus",R7A2020_05765,1192743,1193231,489,1,FALSE,0.086330935,0.079136691,0.052757794,0.095923261,0.055155875,0.064748201,NE,NE,NE,0.227817746,0.18705036,NE,NA
R7A2020_05770,NA,D-amino acid dehydrogenase,K00285,D-amino-acid dehydrogenase [EC:1.4.5.1],dadA,E,Oxidative deamination of D-amino acids,R7A2020_05770,1193356,1194612,1257,1,FALSE,0.071962617,0.060747664,0.052336449,0.082242991,0.044859813,0.054205607,NE,NE,NE,0.174766355,0.189719626,NE,NA
R7A2020_05775,NA,phosphatidylserine/phosphatidylglycerophosphate/ cardiolipin synthase family protein,NA,NA,NA,I,PLD-like domain,R7A2020_05775,1194629,1196782,2154,-1,FALSE,0.074781659,0.044759825,0.05731441,0.058406114,0.036026201,0.057860262,NE,NE,NE,0.163755459,0.149563319,NE,NA
R7A2020_05780,NA,hypothetical protein,K01047,secretory phospholipase A2 [EC:3.1.1.4],NA,NA,NA,R7A2020_05780,1196779,1197222,444,-1,FALSE,0.071428571,0.034391534,0.037037037,0.068783069,0.034391534,0.052910053,NE,NE,NE,0.148148148,0.164021164,NE,NA
R7A2020_05785,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_05785,1197415,1197990,576,1,FALSE,0.057026477,0.022403259,0.030549898,0.042769857,0.032586558,0.044806517,NE,NE,NE,0.116089613,0.134419552,NE,NA
R7A2020_05790,NA,LysR family transcriptional regulator,NA,NA,NA,K,Transcriptional regulator,R7A2020_05790,1198122,1199003,882,-1,FALSE,0.114666667,0.058666667,0.053333333,0.1,0.041333333,0.053333333,NE,NE,NE,0.2,0.194666667,NE,NA
R7A2020_05795,NA,CoA-acylating methylmalonate-semialdehyde dehydrogenase,K00140,malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],mmsA,C,methylmalonate-semialdehyde dehydrogenase,R7A2020_05795,1199164,1200660,1497,1,FALSE,0.056514914,0.038461538,0.018838305,0.056514914,0.032182104,0.022762951,NE,NE,NE,0.12244898,0.12244898,NE,NA
R7A2020_05800,NA,nuclear transport factor 2 family protein,NA,NA,NA,S,SnoaL-like domain,R7A2020_05800,1200738,1201067,330,-1,FALSE,0.060498221,0.028469751,0.028469751,0.046263345,0.028469751,0.039145907,NE,NE,NE,0.120996441,0.131672598,NE,NA
R7A2020_05805,NA,winged helix-turn-helix transcriptional regulator,NA,NA,NA,K,HxlR-like helix-turn-helix,R7A2020_05805,1201147,1201551,405,1,FALSE,0.07826087,0.04057971,0.04057971,0.089855072,0.026086957,0.031884058,NE,NE,NE,0.165217391,0.168115942,NE,NA
R7A2020_05810,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_05810,1201734,1202090,357,1,FALSE,0.078688525,0.049180328,0.029508197,0.059016393,0.02295082,0.029508197,NE,NE,NE,0.147540984,0.154098361,NE,NA
R7A2020_05815,NA,GntR family transcriptional regulator,NA,NA,NA,K,GntR family,R7A2020_05815,1202099,1202791,693,-1,FALSE,0.088135593,0.030508475,0.044067797,0.072881356,0.018644068,0.03220339,NE,NE,NE,0.189830508,0.138983051,NE,NA
R7A2020_05820,NA,dihydrodipicolinate synthase family protein,K21062,1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22],dapA2,EM,Belongs to the DapA family,R7A2020_05820,1202861,1203796,936,1,FALSE,0.08531995,0.052697616,0.056461731,0.079046424,0.033877039,0.063989962,NE,NE,NE,0.190715182,0.1706399,NE,NA
R7A2020_05825,NA,FAD-binding oxidoreductase,K00285,D-amino-acid dehydrogenase [EC:1.4.5.1],NA,E,FAD dependent oxidoreductase,R7A2020_05825,1203811,1205124,1314,1,FALSE,0.114490161,0.066189624,0.064400716,0.110912343,0.051878354,0.075134168,NE,NE,NE,0.228085868,0.220930233,NE,NA
R7A2020_05830,NA,4-hydroxyproline epimerase,K12658,4-hydroxyproline epimerase [EC:5.1.1.8],NA,E,Belongs to the proline racemase family,R7A2020_05830,1205143,1206144,1002,1,FALSE,0.066901408,0.041079812,0.055164319,0.082159624,0.034037559,0.064553991,NE,NE,NE,0.176056338,0.190140845,NE,NA
R7A2020_05835,NA,branched-chain amino acid ABC transporter permease,K01997,branched-chain amino acid transport system permease protein,livH,E,Belongs to the binding-protein-dependent transport system permease family,R7A2020_05835,1206481,1207383,903,1,FALSE,0.0859375,0.06640625,0.048177083,0.091145833,0.05078125,0.0703125,NE,NE,NE,0.19921875,0.201822917,NE,NA
R7A2020_05840,NA,high-affinity branched-chain amino acid ABC transporter permease LivM,K01998,branched-chain amino acid transport system permease protein,livM,E,Belongs to the binding-protein-dependent transport system permease family,livM,1207388,1208983,1596,1,FALSE,0.062592047,0.056701031,0.057437408,0.042709867,0.039764359,0.06921944,NE,NE,NE,0.175994109,0.149484536,NE,NA
R7A2020_05845,NA,ABC transporter ATP-binding protein,K01995,branched-chain amino acid transport system ATP-binding protein,MA20_09345,E,branched-chain amino acid,R7A2020_05845,1208983,1210086,1104,1,FALSE,0.091586794,0.05857295,0.062832801,0.104366347,0.05857295,0.068157614,NE,NE,NE,0.204472843,0.212992545,NE,NA
R7A2020_05850,NA,ABC transporter ATP-binding protein,K01996,branched-chain amino acid transport system ATP-binding protein,livF,E,ABC-type branched-chain amino acid transport systems ATPase component,R7A2020_05850,1210086,1210814,729,1,FALSE,0.09178744,0.056360709,0.041867955,0.078904992,0.054750403,0.053140097,NE,NE,NE,0.185185185,0.173913043,NE,NA
R7A2020_05855,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_05855,1210925,1211272,348,1,FALSE,0.084175084,0.03030303,0.067340067,0.063973064,0.02020202,0.047138047,NE,NE,NE,0.188552189,0.117845118,NE,NA
R7A2020_05860,NA,branched-chain amino acid ABC transporter substrate-binding protein,K01999,branched-chain amino acid transport system substrate-binding protein,livK,E,ABC-type branched-chain amino acid transport,R7A2020_05860,1211410,1212525,1116,1,FALSE,0.061052632,0.038947368,0.047368421,0.082105263,0.032631579,0.049473684,NE,NE,NE,0.136842105,0.158947368,NE,NA
R7A2020_05865,C,pyruvate carboxylase,K01958,pyruvate carboxylase [EC:6.4.1.1],pyc,C,"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second",pyc,1212819,1216277,3459,1,FALSE,0.070700204,0.001699524,0.046566961,0.06832087,6.80E-04,0.054384772,NE,GR-ES,NE,0.136981645,0.143779742,NE,NA
R7A2020_05870,DUFF,DUF2312 domain-containing protein,NA,NA,NA,S,Belongs to the UPF0335 family,R7A2020_05870,1216438,1216698,261,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_05875,NA,hypothetical protein,NA,NA,NA,L,Cleaves both 3' and 5' ssDNA extremities of branched DNA structures,R7A2020_05875,1216903,1217358,456,1,FALSE,0.061696658,0.038560411,0.035989717,0.06940874,0.020565553,0.043701799,NE,NE,NE,0.136246787,0.12596401,NE,NA
R7A2020_05880,NA,arsenate reductase ArsC,K03741,arsenate reductase (thioredoxin) [EC:1.20.4.4],arsC2,T,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,R7A2020_05880,1217388,1217897,510,-1,FALSE,0.076036866,0.034562212,0.062211982,0.064516129,0.039170507,0.048387097,NE,NE,NE,0.177419355,0.147465438,NE,NA
R7A2020_05885,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_05885,1218037,1218378,342,1,FALSE,0.116838488,0.054982818,0.058419244,0.082474227,0.037800687,0.06185567,NE,NE,NE,0.219931271,0.195876289,NE,NA
R7A2020_05890,NA,peptide-methionine (R)-S-oxide reductase MsrB,K07305,peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],msrB,O,methionine sulfoxide reductase,msrB,1218447,1218851,405,-1,FALSE,0.110144928,0.066666667,0.037681159,0.075362319,0.04057971,0.075362319,NE,NE,NE,0.249275362,0.182608696,NE,NA
R7A2020_05895,NA,MBL fold metallo-hydrolase,NA,NA,ymaE,S,Metallo-beta-lactamase superfamily,R7A2020_05895,1218952,1219749,798,-1,FALSE,0.083823529,0.048529412,0.051470588,0.079411765,0.041176471,0.048529412,NE,NE,NE,0.179411765,0.183823529,NE,NA
R7A2020_05900,NA,VWA domain-containing protein,K09989,uncharacterized protein,MA20_01305,S,VWA domain containing CoxE-like protein,R7A2020_05900,1219768,1220958,1191,-1,FALSE,0.052319842,0.046396841,0.039486673,0.067127345,0.022704837,0.046396841,NE,NE,NE,0.147087858,0.149062192,NE,NA
R7A2020_05905,S,ribbon-helix-helix protein,K18843,antitoxin HicB,NA,S,HicB_like antitoxin of bacterial toxin-antitoxin system,R7A2020_05905,1220965,1221369,405,-1,FALSE,0.014492754,0.014492754,0.017391304,0.023188406,0.011594203,0.020289855,NE,GR-ES,TB-GD,0.046376812,0.052173913,GD,NA
R7A2020_05910,NA,type II toxin-antitoxin system HicA family toxin,NA,NA,NA,S,"HicA toxin of bacterial toxin-antitoxin,",R7A2020_05910,1221381,1221575,195,-1,FALSE,0.041916168,0.047904192,0.041916168,0.017964072,0.041916168,0.02994012,NE,NE,NE,0.119760479,0.077844311,NE,NA
R7A2020_05915,NA,GNAT family N-acetyltransferase,NA,NA,NA,K,Acetyltransferase (GNAT) domain,R7A2020_05915,1221638,1222084,447,-1,FALSE,0.083989501,0.034120735,0.062992126,0.102362205,0.060367454,0.049868766,NE,NE,NE,0.175853018,0.209973753,NE,NA
R7A2020_05920,NA,MoxR family ATPase,NA,NA,NA,S,ATPase (AAA,R7A2020_05920,1222177,1223016,840,-1,FALSE,0.058823529,0.046218487,0.050420168,0.068627451,0.030812325,0.058823529,NE,NE,NE,0.141456583,0.147058824,NE,NA
R7A2020_05925,K,NA,NA,NA,NA,NA,NA,ssrS,1223153,1223308,156,1,FALSE,0.007462687,0,0.014925373,0.007462687,0.007462687,0.037313433,NS-TY-ES,GR-ES,SHORT,0.029850746,0.067164179,GD,NA
R7A2020_05930,NA,5-formyltetrahydrofolate cyclo-ligase,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],ygfA,H,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,R7A2020_05930,1223406,1223993,588,1,FALSE,0.087824351,0.03992016,0.061876248,0.067864271,0.037924152,0.057884232,NE,NE,NE,0.173652695,0.153692615,NE,NA
R7A2020_05935,S,YmdB family metallophosphoesterase,K09769,uncharacterized protein,ymdB,S,metallophosphoesterase,R7A2020_05935,1224064,1224888,825,1,FALSE,0.018518519,0.012820513,0.027065527,0.032763533,0.017094017,0.024216524,NE,GR-GD,NE,0.066951567,0.084045584,NE,NA
R7A2020_05940,NA,TerC family protein,NA,NA,terC,P,"Membrane protein TerC, possibly involved in tellurium resistance",R7A2020_05940,1224967,1225734,768,1,FALSE,0.082568807,0.039755352,0.0382263,0.084097859,0.032110092,0.050458716,NE,NE,NE,0.178899083,0.178899083,NE,NA
R7A2020_05945,NA,polyketide cyclase,NA,NA,NA,S,Activator of Hsp90 ATPase,R7A2020_05945,1225754,1226221,468,-1,FALSE,0.067669173,0.055137845,0.055137845,0.085213033,0.037593985,0.070175439,NE,NE,NE,0.170426065,0.175438596,NE,NA
R7A2020_05950,NA,ATPase,NA,NA,NA,S,Activator of Hsp90 ATPase,R7A2020_05950,1226230,1226712,483,-1,FALSE,0.0243309,0.02676399,0.02676399,0.0486618,0.03892944,0.02676399,NE,NE,NE,0.085158151,0.104622871,NE,NA
R7A2020_05955,NA,helix-turn-helix transcriptional regulator,NA,NA,NA,K,"helix_turn_helix, Arsenical Resistance Operon Repressor",R7A2020_05955,1226764,1227087,324,1,FALSE,0.079710145,0.054347826,0.043478261,0.079710145,0.036231884,0.083333333,NE,NE,NE,0.163043478,0.18115942,NE,NA
R7A2020_05960,NA,YebC/PmpR family DNA-binding transcriptional regulator,K18189,translational activator of cytochrome c oxidase 1,yebC,K,transcriptional regulatory protein,R7A2020_05960,1227299,1228048,750,1,FALSE,0.061128527,0.036050157,0.036050157,0.048589342,0.032915361,0.031347962,NE,NE,NE,0.136363636,0.126959248,NE,NA
R7A2020_05965,NA,SelT/SelW/SelH family protein,K07401,selenoprotein W-related protein,NA,O,Rdx family,R7A2020_05965,1228081,1228407,327,1,FALSE,0.086021505,0.021505376,0.043010753,0.050179211,0.043010753,0.039426523,NE,NE,NE,0.168458781,0.150537634,NE,NA
R7A2020_05970,NA,DUF1772 domain-containing protein,NA,NA,NA,S,integral membrane protein,R7A2020_05970,1228438,1228914,477,-1,FALSE,0.110565111,0.061425061,0.051597052,0.090909091,0.031941032,0.058968059,NE,NE,NE,0.216216216,0.184275184,NE,NA
R7A2020_05975,C,NAD(P)H-binding protein,K19267,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],NA,GM,NAD(P)H-binding,R7A2020_05975,1228916,1229743,828,-1,FALSE,0.063829787,0.04822695,0.036879433,0.072340426,0.012765957,0.042553191,NE,NE,NE,0.15177305,0.136170213,NE,NA
R7A2020_05980,K,TetR/AcrR family transcriptional regulator,NA,NA,NA,K,"Bacterial regulatory proteins, tetR family",R7A2020_05980,1229868,1230497,630,1,FALSE,0,0.003731343,0.005597015,0.005597015,0.007462687,0.003731343,TY-ES,GR-ES,TB-ES,0.014925373,0.020522388,CORE-ES,NA
R7A2020_05985,J,50S ribosomal protein L31,K02909,large subunit ribosomal protein L31,rpmE,J,50S ribosomal protein L31,rpmE,1230702,1230923,222,-1,FALSE,0.005291005,0.010582011,0.010582011,0,0.005291005,0.015873016,TY-ES,GR-ES,TB-ES,0.026455026,0.015873016,GD,NA
R7A2020_05990,NA,ATP-binding cassette domain-containing protein,K06147,"ATP-binding cassette, subfamily B, bacterial",msbA,V,"lipid A ABC exporter family, fused ATPase and inner membrane subunits",R7A2020_05990,1231130,1232929,1800,1,FALSE,0.058169935,0.029411765,0.024836601,0.055555556,0.020261438,0.032026144,NE,NE,NE,0.123529412,0.11503268,NE,NA
R7A2020_05995,NA,DUF3857 domain-containing transglutaminase family protein,NA,NA,NA,E,Domain of Unknown Function with PDB structure (DUF3857),R7A2020_05995,1232985,1235009,2025,-1,FALSE,0.06562137,0.037746806,0.047619048,0.05981417,0.037746806,0.045296167,NE,NE,NE,0.149245064,0.142276423,NE,NA
R7A2020_06000,NA,carboxypeptidase M32,K01299,carboxypeptidase Taq [EC:3.4.17.19],ypwA,E,"Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues",R7A2020_06000,1235116,1236600,1485,-1,FALSE,0.095011876,0.066508314,0.057798892,0.088677751,0.023752969,0.053048298,NE,NE,NE,0.190815519,0.172604909,NE,NA
R7A2020_06005,NA,DUF1304 domain-containing protein,K08987,putative membrane protein,MA20_23345,S,Protein of unknown function (DUF1304),R7A2020_06005,1236843,1237196,354,1,FALSE,0.11589404,0.049668874,0.043046358,0.11589404,0.043046358,0.046357616,NE,NE,NE,0.228476821,0.205298013,NE,NA
R7A2020_06010,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_06010,1237291,1237710,420,-1,FALSE,0.103641457,0.030812325,0.047619048,0.081232493,0.033613445,0.053221289,NE,NE,NE,0.18487395,0.215686275,NE,NA
R7A2020_06015,NA,peptidoglycan -binding protein,K02557,chemotaxis protein MotB,motB,N,Flagellar motor protein,R7A2020_06015,1237959,1238990,1032,-1,FALSE,0.056947608,0.037585421,0.029612756,0.056947608,0.027334852,0.047835991,NE,NE,NE,0.140091116,0.135535308,NE,NA
R7A2020_06020,NA,flagellar motor protein MotA,NA,NA,MA20_18055,U,MotA/TolQ/ExbB proton channel family,R7A2020_06020,1238992,1240017,1026,-1,FALSE,0.10882016,0.054982818,0.059564719,0.087056128,0.049255441,0.068728522,NE,NE,NE,0.205040092,0.195876289,NE,NA
R7A2020_06025,NA,hemolysin III family protein,K11068,hemolysin III,yqfA,S,Haemolysin-III related,R7A2020_06025,1240122,1240808,687,-1,FALSE,0.102564103,0.063247863,0.054700855,0.082051282,0.037606838,0.047863248,NE,NE,NE,0.2,0.172649573,NE,NA
R7A2020_06030,G,inositol monophosphatase,K01092,myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],suhB,G,Inositol monophosphatase,R7A2020_06030,1240891,1241691,801,-1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0.001468429,0.001468429,CORE-ES,NA
R7A2020_06035,NA,elongation factor P,K02356,elongation factor P,efp,J,"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase",efp,1241716,1242282,567,-1,FALSE,0.107660455,0.078674948,0.068322981,0.101449275,0.053830228,0.078674948,NE,NE,NE,0.223602484,0.223602484,NE,NA
R7A2020_06040,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_06040,1242399,1243256,858,-1,FALSE,0.094391245,0.05745554,0.065663475,0.083447332,0.023255814,0.069767442,NE,NE,NE,0.198358413,0.168262654,NE,NA
R7A2020_06045,NA,NAD(P)-dependent alcohol dehydrogenase,NA,NA,adh4,C,Zinc-binding dehydrogenase,R7A2020_06045,1243362,1244378,1017,1,FALSE,0.099307159,0.063510393,0.066974596,0.087759815,0.046189376,0.086605081,NE,NE,NE,0.2147806,0.211316397,NE,NA
R7A2020_06050,S,sel1 repeat family protein,K07126,uncharacterized protein,enhC,S,"COG0790 FOG TPR repeat, SEL1 subfamily",R7A2020_06050,1244393,1245433,1041,-1,FALSE,0,0,0.003389831,0,0.002259887,0.004519774,TY-ES,GR-ES,TB-ES,0.005649718,0.007909605,CORE-ES,NA
R7A2020_06055,H,thiamine phosphate synthase,NA,NA,thiE,H,Thiamine monophosphate,R7A2020_06055,1245435,1246082,648,-1,FALSE,0.018115942,0.048913043,0.014492754,0.005434783,0.028985507,0.001811594,TY-ES,NE,TB-GD,0.077898551,0.038043478,NE,NA
R7A2020_06060,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_06060,1246217,1247127,911,-1,FALSE,0.116129032,0.078709677,0.058064516,0.091612903,0.052903226,0.083870968,NE,NE,NE,0.254193548,0.210322581,NE,NA
R7A2020_06065,NA,Lrp/AsnC family transcriptional regulator,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",lrpC,K,helix_turn_helix ASNC type,R7A2020_06065,1247259,1247717,459,1,FALSE,0.094387755,0.056122449,0.071428571,0.086734694,0.058673469,0.06377551,NE,NE,NE,0.198979592,0.193877551,NE,NA
R7A2020_06070,NA,class I SAM-dependent methyltransferase,NA,NA,NA,Q,ubiE/COQ5 methyltransferase family,R7A2020_06070,1247800,1248528,729,1,FALSE,0.109500805,0.090177134,0.093397746,0.101449275,0.056360709,0.085346216,NE,NE,NE,0.270531401,0.220611916,NE,NA
R7A2020_06075,NA,sulfite exporter TauE/SafE family protein,K07090,uncharacterized protein,NA,S,membrane transporter protein,R7A2020_06075,1248636,1249406,771,1,FALSE,0.094512195,0.057926829,0.054878049,0.071646341,0.053353659,0.074695122,NE,NE,NE,0.202743902,0.18902439,NE,NA
R7A2020_06080,NA,DUF2269 family protein,NA,NA,NA,S,Predicted integral membrane protein (DUF2269),R7A2020_06080,1249449,1250000,552,-1,FALSE,0.078723404,0.053191489,0.061702128,0.091489362,0.042553191,0.068085106,NE,NE,NE,0.193617021,0.212765957,NE,NA
R7A2020_06085,NA,hypothetical protein,NA,NA,NA,O,Belongs to the heme-copper respiratory oxidase family,R7A2020_06085,1250331,1250711,381,1,FALSE,0.064814815,0.046296296,0.049382716,0.049382716,0.043209877,0.077160494,NE,NE,NE,0.160493827,0.172839506,NE,NA
R7A2020_06090,DUFF,DUF1465 family protein,K13592,regulator of CtrA degradation,MA20_18080,S,Protein of unknown function (DUF1465),R7A2020_06090,1251081,1251614,534,1,FALSE,0.008791209,0.006593407,0.004395604,0.006593407,0.004395604,0.006593407,TY-ES,GR-ES,TB-ES,0.017582418,0.013186813,CORE-ES,NA
R7A2020_06095,L,crossover junction endodeoxyribonuclease RuvC,K01159,crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4],ruvC,L,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,ruvC,1251708,1252217,510,1,FALSE,0.020737327,0.020737327,0.036866359,0.020737327,0.02764977,0.029953917,NE,NE,NE,0.082949309,0.089861751,NE,NA
R7A2020_06100,K,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,K19156,antitoxin PrlF,NA,K,SpoVT / AbrB like domain,R7A2020_06100,1252274,1252543,270,1,FALSE,0.030434783,0.02173913,0.02173913,0.039130435,0.013043478,0.017391304,TY-GD,NE,NE,0.1,0.086956522,NE,NA
R7A2020_06105,S,type II toxin-antitoxin system VapC family toxin,NA,NA,NA,S,PIN domain,R7A2020_06105,1252521,1252940,420,1,FALSE,0.028011204,0.033613445,0.016806723,0.019607843,0.014005602,0.022408964,NE,NE,NE,0.086834734,0.070028011,NE,NA
R7A2020_06110,L,Holliday junction branch migration protein RuvA,K03550,holliday junction DNA helicase RuvA [EC:3.6.4.12],ruvA,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,1252968,1253588,621,1,FALSE,0.043560606,0.051136364,0.039772727,0.03219697,0.026515152,0.045454545,NE,NE,NE,0.128787879,0.109848485,NE,NA
